#OTU ID	PDD2.MID47-47.P2.apr13_ncdenovo	S1DD2.MID103-103.P2.nov13_ncdenovo	S1DD2.MID110-110.P4.jan14_ncdenovo	S1DD2.MID109-109.P2.jan14_ncdenovo	S1DD2.MID97-97.P2.dec13_ncdenovo	S1DD2.MID103-103.P2.nov13_otuclust	S1DD2.MID109-109.P2.jan14_otuclust	S1DD2.MID97-97.P2.dec13_otuclust	S1DD2.MID110-110.P4.jan14_otuclust	PDD2.MID47-47.P2.apr13_otuclust	S1DD2.MID110-110.P4.jan14_ncref	S1DD2.MID103-103.P2.nov13_ncref	S1DD2.MID97-97.P2.dec13_ncref	PDD2.MID47-47.P2.apr13_ncref	S1DD2.MID109-109.P2.jan14_ncref	S1DD2.MID109-109.P2.jan14	S1DD2.MID110-110.P4.jan14	PDD2.MID47-47.P2.apr13	S1DD2.MID97-97.P2.dec13	S1DD2.MID103-103.P2.nov13
M01896:2:000000000-A69JN:1:2112:14427:15347	2	2	5	17	0	0	0	0	0	0	5	2	0	2	17	32	20	3	0	4
M00595:42:000000000-A5J1T:1:2115:9956:18692	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0
M00595:42:000000000-A5J1T:1:2104:13059:23110	2	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	4	1	3
M00595:42:000000000-A5J1T:1:1111:9144:13268	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1118:22388:5004	2	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	2
M00595:42:000000000-A5J1T:1:2118:10707:14323	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	1
M00595:42:000000000-A5J1T:1:2109:10208:9915	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2	1
M00595:42:000000000-A5J1T:1:2110:7971:20601	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1102:4014:14314	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
M01896:15:000000000-A7EN9:1:1103:16700:19369	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	10	2	0
M00595:42:000000000-A5J1T:1:2109:6740:18136	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
M01896:14:000000000-A7ERE:1:1116:13391:15326	0	7	11	50	18	0	0	0	0	0	11	7	18	0	50	50	11	1	18	7
M01896:2:000000000-A69JN:1:2105:22593:10764	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:2104:25591:8291	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	4
M01896:2:000000000-A69JN:1:2116:8054:19431	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:2103:18765:13196	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:1101:10588:23857	0	5	2	0	0	0	0	0	0	0	2	5	0	0	0	0	4	4	2	7
M01896:2:000000000-A69JN:1:2105:3685:13918	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	3
M01896:15:000000000-A7EN9:1:1118:9783:6040	0	3	0	2	0	0	0	0	0	0	0	3	0	0	2	2	0	1	1	4
M01896:2:000000000-A69JN:1:2119:15267:24065	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:1105:6608:8607	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:2101:8157:20089	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	2	4	0	1	7
M01896:2:000000000-A69JN:1:2106:24024:18523	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3
M01896:2:000000000-A69JN:1:2109:24998:10880	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4
M01896:2:000000000-A69JN:1:2110:22390:23207	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:1102:9765:4554	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2109:7481:15069	0	2	4	11	0	0	0	0	0	0	4	2	0	0	11	22	9	1	5	2
M01896:2:000000000-A69JN:1:2114:10798:7441	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3
M01896:2:000000000-A69JN:1:2104:8072:12243	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	3
M01896:2:000000000-A69JN:1:2106:26158:11410	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	1	2
M01896:2:000000000-A69JN:1:2116:12815:22178	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2117:12665:17598	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
M01896:2:000000000-A69JN:1:1117:8378:10081	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3
M01896:2:000000000-A69JN:1:2109:22318:11538	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2113:11112:4576	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2107:7199:4905	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2114:25267:4020	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2106:18844:21055	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
M01896:2:000000000-A69JN:1:1109:15380:11112	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2
M01896:2:000000000-A69JN:1:2115:12206:3705	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M01896:2:000000000-A69JN:1:1105:9701:13534	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2
M01896:2:000000000-A69JN:1:2113:19346:11237	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
M01896:15:000000000-A7EN9:1:2106:10329:23276	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	5	3
M01896:2:000000000-A69JN:1:1115:14533:5516	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	2
M01896:2:000000000-A69JN:1:2113:4572:17611	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2114:14172:22378	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2114:8760:13777	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2112:19697:14899	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1	3
M01896:2:000000000-A69JN:1:1102:17727:8798	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1117:3744:11340	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1119:16024:10899	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2111:22326:18739	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1115:21252:9690	0	2	0	9	0	0	0	0	0	0	0	2	0	0	9	18	1	1	0	5
M01896:14:000000000-A7ERE:1:2107:17036:24260	0	6	2	2	0	0	0	0	0	0	2	6	0	0	2	9	19	24	9	15
M01896:2:000000000-A69JN:1:2118:4204:19220	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:1117:17055:3799	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2101:23454:13721	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M01896:2:000000000-A69JN:1:1116:14319:4641	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1111:11045:7365	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1101:11955:24653	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
M01896:2:000000000-A69JN:1:2104:12525:12271	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	6	1	3
M01896:2:000000000-A69JN:1:2111:23383:12505	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M01896:2:000000000-A69JN:1:1114:10076:22667	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2104:27712:9653	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1118:18057:18141	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2
M01896:2:000000000-A69JN:1:1111:18476:14244	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	2
M01896:2:000000000-A69JN:1:1112:12818:16624	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:2119:20139:6489	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	3	2
M01896:2:000000000-A69JN:1:2118:16294:6231	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
M01896:2:000000000-A69JN:1:2111:20731:14495	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1117:7718:3296	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	4
M01896:2:000000000-A69JN:1:2115:25765:18297	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	4	1	3
M01896:2:000000000-A69JN:1:2110:9510:6275	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	3
M01896:2:000000000-A69JN:1:1111:9323:10812	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1118:14644:2378	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	3
M01896:2:000000000-A69JN:1:1117:7407:23447	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
M01896:2:000000000-A69JN:1:2109:6399:18388	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2114:21657:7700	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:14:000000000-A7ERE:1:1110:3944:7464	0	2	0	2	0	0	0	0	0	0	0	2	0	0	2	3	2	0	0	2
M01896:2:000000000-A69JN:1:2112:5954:17219	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2107:25926:8026	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2102:14901:18288	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2103:21515:12866	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1114:4439:14032	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1115:8001:6381	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2101:22238:9855	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	4
M01896:2:000000000-A69JN:1:2107:18006:9684	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	3	2
M01896:2:000000000-A69JN:1:1111:12710:15901	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M01896:2:000000000-A69JN:1:1101:16292:11148	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	6	2	3
M01896:2:000000000-A69JN:1:2110:21505:16864	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	4
M01896:2:000000000-A69JN:1:2117:19146:23445	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	1	3
M01896:2:000000000-A69JN:1:2103:13735:20128	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2
M01896:2:000000000-A69JN:1:2113:20941:19419	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	3
M01896:2:000000000-A69JN:1:2108:11258:10345	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1104:22506:4450	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2105:6664:8316	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2115:23860:20715	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2104:8550:23056	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:1103:23408:20258	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2119:14798:24247	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2112:11396:2477	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	4	2	2
M01896:2:000000000-A69JN:1:2115:28305:7929	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2111:18820:17127	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5
M01896:2:000000000-A69JN:1:2104:5473:5149	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	2
M01896:2:000000000-A69JN:1:2103:28257:12213	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	4
M01896:2:000000000-A69JN:1:2116:10577:21616	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2117:15668:9429	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2113:21770:19360	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:42:000000000-A5J1T:1:1111:7757:8456	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
M01896:2:000000000-A69JN:1:2115:24897:9288	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2
M01896:2:000000000-A69JN:1:1107:22090:24225	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2106:16557:20696	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M01896:2:000000000-A69JN:1:1113:11810:7608	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	0	0	4
M01896:2:000000000-A69JN:1:1117:28135:12890	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2105:21474:12402	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1116:16145:18723	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	4
M01896:2:000000000-A69JN:1:1111:12373:6221	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1117:24052:3995	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	1	0	2
M01896:2:000000000-A69JN:1:1116:20247:5752	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	3
M01896:2:000000000-A69JN:1:1104:7735:11167	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	4
M01896:2:000000000-A69JN:1:2101:13582:22887	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1106:26151:15665	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1107:5512:9317	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1118:28968:10845	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	2
M01896:2:000000000-A69JN:1:2110:11767:18975	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2101:19230:5586	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2104:17320:23758	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2
M01896:2:000000000-A69JN:1:2113:4172:12965	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
M01896:2:000000000-A69JN:1:2102:13603:19770	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2116:3527:10226	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1106:13704:2774	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	2
M01896:2:000000000-A69JN:1:2115:19635:12310	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1113:5029:19019	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	2
M01896:2:000000000-A69JN:1:2114:15212:14579	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1101:14003:5263	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	3
M01896:2:000000000-A69JN:1:2107:13964:8587	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2109:10502:23762	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2105:10427:10047	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2119:9461:17493	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	2
M01896:2:000000000-A69JN:1:2106:4661:7583	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2
M01896:2:000000000-A69JN:1:1105:15640:24003	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
M01896:15:000000000-A7EN9:1:2104:7537:16394	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	2	2	3
M01896:2:000000000-A69JN:1:2104:12757:6134	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:2117:15199:18671	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1103:14940:14993	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2
M01896:2:000000000-A69JN:1:2107:14603:14741	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M01896:15:000000000-A7EN9:1:1108:25766:15660	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M00595:42:000000000-A5J1T:1:2112:7943:15915	0	0	21	3	0	0	0	0	0	0	0	0	0	0	0	3	2	6	1	0
M01896:14:000000000-A7ERE:1:2108:11242:3894	0	0	7	13	0	0	0	0	0	0	7	0	0	0	13	36	22	2	9	5
M01896:14:000000000-A7ERE:1:1114:21601:12479	0	0	2	2	0	0	0	0	0	0	2	0	0	0	2	5	5	1	1	0
M00595:54:000000000-A7CT0:1:1111:23610:13144	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	7	8	2	2
M00595:54:000000000-A7CT0:1:2103:16930:6953	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	2	1	2	2
M01896:15:000000000-A7EN9:1:1109:19888:9904	0	0	2	2	0	0	0	0	0	0	2	0	0	0	2	4	3	1	0	2
M01896:15:000000000-A7EN9:1:1104:14840:15580	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:1115:3364:7443	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1105:6766:18599	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:2107:14107:14031	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	17	32	17	20	11
M01896:14:000000000-A7ERE:1:1107:4732:9216	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2107:10858:9569	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	5	2	1	0
M01896:14:000000000-A7ERE:1:1114:3238:11424	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2113:17580:15417	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	1	2
M01896:14:000000000-A7ERE:1:1102:22757:14053	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1106:21482:10434	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	0	0
M01896:14:000000000-A7ERE:1:1106:9379:21911	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1114:11979:10895	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:2110:17598:2604	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2119:20273:11816	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0
M01896:14:000000000-A7ERE:1:2106:23081:18123	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1	1	0
M01896:15:000000000-A7EN9:1:1115:5448:3942	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:2102:12193:17530	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2108:3721:17565	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	1
M01896:15:000000000-A7EN9:1:2110:19796:21216	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0
M01896:14:000000000-A7ERE:1:2104:12143:16484	0	0	2	5	2	0	0	0	0	0	2	0	2	0	5	8	4	0	7	2
M00595:42:000000000-A5J1T:1:1101:17120:17501	0	0	2	0	0	0	0	0	0	0	0	6	0	16	0	4	5	36	1	14
M01896:14:000000000-A7ERE:1:1102:8932:24360	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:2117:24734:13976	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	17	2	2
M01896:15:000000000-A7EN9:1:2106:9350:24783	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1
M01896:15:000000000-A7EN9:1:2101:19655:3469	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	2	3	1	0
M01896:15:000000000-A7EN9:1:1106:17987:4182	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	4	4	0	0
M01896:14:000000000-A7ERE:1:1109:5669:9719	0	0	2	2	2	0	0	0	0	0	2	0	2	0	2	8	5	1	2	2
M00595:42:000000000-A5J1T:1:1102:17985:7513	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	4	7	13	3	4
M01896:15:000000000-A7EN9:1:1118:13184:3340	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
M01896:15:000000000-A7EN9:1:2105:12494:18979	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2119:21886:10183	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:2108:22187:11965	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1114:16204:11377	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	12	1	0	0	2
M01896:15:000000000-A7EN9:1:1113:16819:9213	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	14	3	0	2	0
M01896:15:000000000-A7EN9:1:2109:14694:12276	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
M00595:54:000000000-A7CT0:1:1111:17178:3991	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	5	1	2	2	0
M00595:42:000000000-A5J1T:1:1110:23199:21208	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	1	16	0	2
M01896:15:000000000-A7EN9:1:1107:8505:14274	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	1
M01896:2:000000000-A69JN:1:2119:15300:12783	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	2
M01896:15:000000000-A7EN9:1:2119:8880:10371	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2104:14763:18763	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	1
M01896:14:000000000-A7ERE:1:2118:20826:17163	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	0
M01896:14:000000000-A7ERE:1:2101:13231:21749	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2102:28512:10386	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
M01896:14:000000000-A7ERE:1:1106:5667:4333	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0
M01896:15:000000000-A7EN9:1:2101:17689:3949	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0
M01896:15:000000000-A7EN9:1:1102:13993:20505	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	5	0	1	0	0
M01896:15:000000000-A7EN9:1:2101:18954:8392	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	3
M01896:15:000000000-A7EN9:1:1109:8078:23818	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	3
M01896:15:000000000-A7EN9:1:2106:5169:22377	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	1
