#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:14:000000000-A7ERE:1:2111:17653:7472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1102:22070:11778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1102:11569:15816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:15:000000000-A7EN9:1:1102:7255:20666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	42	0	0
M01896:15:000000000-A7EN9:1:1116:8857:3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:2103:25700:10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:1107:17485:8490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M01896:15:000000000-A7EN9:1:2105:18015:7150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:2:000000000-A69JN:1:1119:20835:18013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2
M01896:15:000000000-A7EN9:1:2111:19304:11125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2111:6806:17217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2117:5070:7051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
M01896:15:000000000-A7EN9:1:2117:6075:13438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2118:18816:5802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:1104:25398:15707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M00595:54:000000000-A7CT0:1:1110:17841:14378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2
M01896:2:000000000-A69JN:1:1110:20570:17731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:2103:15485:10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
M01896:2:000000000-A69JN:1:1117:6440:19548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1117:23056:23797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2104:9161:16984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2106:6389:22526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:13255:11546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2112:24903:5782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:10540:9518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:22367:19612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
M01896:2:000000000-A69JN:1:2114:18122:19183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:5011:15780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:27121:13583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1102:10661:20351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1107:6989:18823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1108:7344:20383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1110:12468:13060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1113:22374:14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1113:14587:16553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1118:7873:23539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1119:10908:10560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:4145:9771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2104:2700:18144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2107:20215:14681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2112:18907:22400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:26050:7885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1116:15714:12958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M00595:42:000000000-A5J1T:1:1107:23019:6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
M00595:42:000000000-A5J1T:1:2107:13704:6318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1105:11906:16084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1106:10719:19272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1106:17433:23460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:12727:17931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1112:17380:12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2102:24397:17578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2109:21652:7736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2110:22130:11855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2112:17091:13670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2113:13585:8804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1108:18707:16339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1111:13842:17722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1113:26021:10996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1113:11543:23438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1114:14652:4727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2108:6429:15572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2109:16793:13601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2112:7483:17313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2112:15659:17455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00595:54:000000000-A7CT0:1:2113:7662:12709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
