#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:2:000000000-A69JN:1:2113:20233:5335	319	147	212	256	455	1	1	1	1	1	319	212	256	147	455	592	555	840	293	461
M01896:14:000000000-A7ERE:1:1107:5396:11262	49	60	22	76	93	1	1	1	1	1	49	22	76	60	95	119	177	225	146	68
M01896:14:000000000-A7ERE:1:1106:18179:11015	191	83	96	154	235	1	1	1	1	1	191	96	156	83	235	421	389	527	185	223
M01896:15:000000000-A7EN9:1:1104:4826:10019	284	131	158	282	327	1	1	1	1	1	282	158	282	131	327	558	564	608	256	346
M01896:2:000000000-A69JN:1:1107:14655:24468	162	108	146	193	669	1	1	1	1	1	164	151	193	110	673	671	775	1806	303	473
M01896:2:000000000-A69JN:1:1116:24996:17776	276	89	151	230	540	1	1	1	1	1	276	151	230	89	540	569	483	1170	214	364
M01896:14:000000000-A7ERE:1:2117:2856:11558	255	92	68	298	623	1	1	1	1	1	255	68	298	92	623	488	613	1062	200	173
M01896:14:000000000-A7ERE:1:1107:16089:13717	151	63	100	171	201	1	1	1	1	1	149	106	171	63	201	404	392	439	144	251
M01896:15:000000000-A7EN9:1:1111:13958:24300	398	121	199	350	615	1	1	1	1	1	398	201	354	121	615	747	719	1132	284	434
M01896:14:000000000-A7ERE:1:1112:6257:4532	312	134	170	326	255	1	1	1	1	1	312	172	328	134	255	608	692	484	260	406
M01896:14:000000000-A7ERE:1:1103:25376:6175	385	120	217	377	375	1	1	1	1	1	385	217	377	120	375	777	802	760	284	473
M00595:42:000000000-A5J1T:1:2119:4751:12624	344	119	210	455	555	1	1	1	1	1	344	210	455	119	555	826	1060	1162	278	552
M00595:42:000000000-A5J1T:1:1118:23443:12109	198	81	113	224	245	1	1	1	1	1	200	113	224	81	245	471	528	488	179	309
M01896:2:000000000-A69JN:1:2115:24575:13627	182	75	158	321	340	1	1	1	1	1	182	158	321	75	340	348	666	616	148	321
M00595:42:000000000-A5J1T:1:2109:4400:18210	187	53	112	183	350	1	1	1	1	1	187	112	183	53	350	441	403	683	142	247
M01896:2:000000000-A69JN:1:1111:23673:3749	158	65	74	140	191	1	1	1	1	1	158	74	140	65	191	386	379	464	163	213
M00595:54:000000000-A7CT0:1:1119:25019:15779	299	80	146	412	416	1	1	1	1	1	299	146	412	80	416	699	947	878	180	397
M01896:14:000000000-A7ERE:1:1117:9172:16535	97	52	67	84	578	1	1	1	1	1	101	69	86	52	580	263	244	825	123	204
M01896:2:000000000-A69JN:1:2103:24247:5752	59	75	44	66	67	1	1	1	1	1	63	46	66	75	67	251	271	235	211	159
M01896:15:000000000-A7EN9:1:1114:17837:15525	173	77	106	158	472	1	1	1	1	1	173	106	158	77	472	426	437	1121	198	257
M01896:2:000000000-A69JN:1:1118:25047:15188	160	64	77	166	249	1	1	1	1	1	162	79	168	64	249	406	444	592	130	211
M01896:2:000000000-A69JN:1:2112:15940:4616	40	18	15	38	125	1	1	1	1	1	40	15	38	18	125	144	147	300	55	59
M01896:15:000000000-A7EN9:1:2104:4379:6102	175	105	92	209	143	1	1	1	1	1	175	92	209	105	143	396	469	307	206	228
M00595:42:000000000-A5J1T:1:2105:18474:13703	137	58	78	161	294	1	1	1	1	1	139	78	161	58	294	332	393	581	130	192
M00595:54:000000000-A7CT0:1:1105:12413:15187	195	76	86	165	248	1	1	1	1	1	195	86	165	76	248	558	484	611	249	238
M01896:2:000000000-A69JN:1:1117:17278:2546	11	10	14	12	40	1	1	1	1	1	11	14	12	10	40	37	45	80	21	35
	24	26	15	14	55	2	1	1	1	2	22	15	14	26	55	90	133	223	105	76
M01896:14:000000000-A7ERE:1:1105:13034:14024	150	83	85	139	178	1	1	1	1	1	150	85	139	83	178	378	386	380	188	230
M01896:15:000000000-A7EN9:1:1113:29073:16432	121	33	39	102	124	1	1	1	1	1	121	39	102	33	124	323	286	336	87	140
M00595:42:000000000-A5J1T:1:2108:24071:12989	10	11	6	13	8	1	1	1	1	1	10	6	13	11	8	34	38	29	33	16
M01896:2:000000000-A69JN:1:2109:23909:21855	188	105	100	114	165	1	1	1	1	1	190	100	114	105	165	460	338	428	224	220
M00595:42:000000000-A5J1T:1:1110:21963:15039	23	26	66	25	414	2	3	1	1	1	23	66	25	26	414	90	82	653	118	106
M00595:54:000000000-A7CT0:1:1114:14316:3012	119	68	87	99	159	1	1	1	1	1	119	87	99	68	159	320	247	334	153	212
M01896:2:000000000-A69JN:1:2109:4217:19442	239	66	78	99	242	1	1	1	1	1	239	78	99	66	242	533	276	506	165	203
M01896:2:000000000-A69JN:1:1109:23487:14023	214	96	86	135	394	1	1	1	1	1	212	88	137	96	394	472	311	722	189	226
M00595:54:000000000-A7CT0:1:1118:10357:17710	49	27	35	47	53	1	1	1	1	1	49	35	47	27	53	126	125	128	65	82
M00595:54:000000000-A7CT0:1:2103:21116:2958	240	25	81	170	275	1	1	1	1	1	240	81	170	25	275	450	343	502	54	164
M01896:15:000000000-A7EN9:1:2111:26166:10514	200	95	147	167	324	1	1	1	1	1	202	147	169	95	324	450	401	629	208	334
M00595:42:000000000-A5J1T:1:2118:15286:19005	7	18	9	9	20	1	1	1	1	1	7	9	9	18	20	22	43	40	42	16
M01896:14:000000000-A7ERE:1:2110:12975:10001	133	34	47	192	90	1	1	1	1	1	135	47	192	34	90	351	490	279	108	166
M01896:14:000000000-A7ERE:1:1107:25121:20449	7	0	0	2	0	0	0	0	1	1	2	0	0	0	0	27	9	3	2	10
M01896:14:000000000-A7ERE:1:2117:13444:20401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0
M01896:14:000000000-A7ERE:1:1101:10088:20463	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01896:14:000000000-A7ERE:1:1112:3844:19709	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	3	1	0	0
M01896:15:000000000-A7EN9:1:1112:6392:3634	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1114:22320:11276	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	1	0
M01896:15:000000000-A7EN9:1:2101:17864:10189	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0
M00595:42:000000000-A5J1T:1:2102:8288:19048	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0
M01896:15:000000000-A7EN9:1:1114:24615:14175	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0
M00595:42:000000000-A5J1T:1:2116:18711:6185	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	2	0
M00595:54:000000000-A7CT0:1:2116:17491:18990	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1117:10209:13850	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2
M00595:54:000000000-A7CT0:1:1104:18894:9578	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1107:10277:20539	0	0	2	0	2	1	1	0	0	0	0	2	0	0	2	6	3	37	7	12
M00595:54:000000000-A7CT0:1:2108:10153:20822	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	4	13	65	1	7
M01896:2:000000000-A69JN:1:2110:28406:17055	0	0	0	8	12	0	1	0	1	0	0	0	8	0	12	7	27	26	10	5
M01896:14:000000000-A7ERE:1:1109:10046:24264	0	0	0	3	0	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0
M01896:14:000000000-A7ERE:1:1111:15897:11385	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:15:000000000-A7EN9:1:1113:13292:13209	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	4	7	0	0	0
M01896:14:000000000-A7ERE:1:1114:7191:6112	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0
M01896:2:000000000-A69JN:1:1118:25611:17371	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:1102:20206:14491	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M01896:2:000000000-A69JN:1:2102:13048:19235	0	0	0	0	13	0	1	0	0	0	0	0	0	0	18	2	4	93	0	20
M01896:2:000000000-A69JN:1:1114:22284:19310	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0
M00595:54:000000000-A7CT0:1:1110:17841:14378	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	8	0	2
M01896:2:000000000-A69JN:1:2105:16065:18307	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	2	3	1	1
M01896:14:000000000-A7ERE:1:2104:12380:6476	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	1	3	229	0	0
M01896:14:000000000-A7ERE:1:2103:13116:22552	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	5	0	0
M01896:2:000000000-A69JN:1:2105:25239:7436	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0
M01896:2:000000000-A69JN:1:1102:14788:20834	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:2102:19914:8427	0	0	0	0	2	0	0	0	0	0	0	0	0	0	36	0	0	4	0	0
M01896:2:000000000-A69JN:1:2119:18090:20179	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	10	10	23	2	6
M01896:2:000000000-A69JN:1:2117:20539:14796	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:15:000000000-A7EN9:1:1102:4477:12790	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	1	0	0
M01896:14:000000000-A7ERE:1:1115:11672:10665	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	1	0	0	0
M01896:15:000000000-A7EN9:1:1111:23307:7949	0	0	0	0	0	0	0	0	0	0	37	0	32	0	47	3	2	2	0	0
M01896:14:000000000-A7ERE:1:2116:4509:20876	0	0	0	0	0	0	0	0	0	0	5	2	2	0	0	14	16	5	0	3
M01896:14:000000000-A7ERE:1:2113:26298:11287	0	0	0	0	0	0	0	0	0	0	5	2	0	0	2	27	11	8	4	10
M00595:54:000000000-A7CT0:1:1102:15199:12250	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	0	1	0	3
M01896:14:000000000-A7ERE:1:1117:11168:21643	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
M01896:15:000000000-A7EN9:1:1108:7155:5739	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	1	0	0
M01896:15:000000000-A7EN9:1:2101:12814:2676	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2112:7532:7322	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	3	0	1
M01896:15:000000000-A7EN9:1:2118:21116:15970	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0
M01896:15:000000000-A7EN9:1:1111:18818:15010	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	2	1	0
M00595:54:000000000-A7CT0:1:1113:25463:9446	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1113:18266:8166	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1
M00595:54:000000000-A7CT0:1:1105:19565:6048	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1108:16759:11360	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	2	0	3
M00595:54:000000000-A7CT0:1:1119:13028:22137	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	2
M00595:54:000000000-A7CT0:1:2111:24620:12754	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1108:18878:17435	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M00595:54:000000000-A7CT0:1:1104:16050:20072	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2103:21669:10261	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2
M00595:54:000000000-A7CT0:1:2112:21872:17312	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	3
M00595:54:000000000-A7CT0:1:1110:13851:21995	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:18139:10588	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
M01896:15:000000000-A7EN9:1:1112:25021:7058	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	1	0	4
M01896:14:000000000-A7ERE:1:1110:8634:19473	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2108:18314:18952	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	2
M01896:14:000000000-A7ERE:1:2114:7631:11053	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1107:7349:17874	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	4	3	1	1
M01896:14:000000000-A7ERE:1:2101:17411:12646	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1104:5142:17299	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1	0
M01896:14:000000000-A7ERE:1:2112:6757:20856	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	0
M01896:15:000000000-A7EN9:1:1102:16525:20326	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	4	0	0	1
M01896:15:000000000-A7EN9:1:2103:27805:7187	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	1	0
M01896:15:000000000-A7EN9:1:2118:21827:21754	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	3	0
M01896:14:000000000-A7ERE:1:2118:12108:18768	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2119:20927:15085	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1108:27371:15825	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2111:12932:17789	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	6	0	0	0
M01896:14:000000000-A7ERE:1:2112:10908:9543	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1
M01896:15:000000000-A7EN9:1:2106:19849:18095	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	1
M01896:2:000000000-A69JN:1:2101:16250:16107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	1	0	1
M01896:2:000000000-A69JN:1:2101:24165:6695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	2	0	1
M01896:2:000000000-A69JN:1:2111:10618:22072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	1
M01896:2:000000000-A69JN:1:1115:16563:1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	4	0	1
M01896:2:000000000-A69JN:1:2107:3408:19328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2101:16746:20716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:15324:11918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:20876:3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0
M01896:2:000000000-A69JN:1:2118:19616:23617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	4	1	2
M01896:2:000000000-A69JN:1:1112:6732:3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	0	1
M01896:15:000000000-A7EN9:1:2107:6416:9529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	2	0	4
M01896:14:000000000-A7ERE:1:1101:20447:7762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	1
M01896:15:000000000-A7EN9:1:1104:6974:8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	2	1	2
M01896:14:000000000-A7ERE:1:1101:23381:13838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0
M01896:15:000000000-A7EN9:1:1113:24240:18975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	1	1	2
M01896:15:000000000-A7EN9:1:1105:22627:16707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	0	1
M01896:14:000000000-A7ERE:1:2107:15422:24450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	2	2	2
M01896:14:000000000-A7ERE:1:2109:12450:18349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	2	0
M01896:15:000000000-A7EN9:1:1111:6229:13450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	1
M00595:54:000000000-A7CT0:1:2104:15010:12754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M01896:2:000000000-A69JN:1:1113:16302:2599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	3
M00595:54:000000000-A7CT0:1:1103:13776:7316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2
M01896:15:000000000-A7EN9:1:1105:5476:5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1
M01896:2:000000000-A69JN:1:1106:16614:21971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	2	2	2
M01896:14:000000000-A7ERE:1:1105:13257:10454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
M01896:15:000000000-A7EN9:1:1105:8418:17434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	0	0
M01896:15:000000000-A7EN9:1:2106:13061:22479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
M01896:14:000000000-A7ERE:1:1107:5544:14370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01896:14:000000000-A7ERE:1:1107:26190:14419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M00595:42:000000000-A5J1T:1:1110:8742:14909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	4
M01896:2:000000000-A69JN:1:2112:24903:5782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	0	0
M01896:2:000000000-A69JN:1:1117:6440:19548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	1	3
M01896:14:000000000-A7ERE:1:2104:20703:9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	2
M01896:14:000000000-A7ERE:1:1109:25872:16154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1
M01896:14:000000000-A7ERE:1:2116:4871:6430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	1
M01896:2:000000000-A69JN:1:1101:6538:16829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	0	5
M01896:15:000000000-A7EN9:1:2111:6806:17217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	2
M01896:14:000000000-A7ERE:1:1105:22024:17709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	2
M00595:54:000000000-A7CT0:1:1119:23988:19484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2
M01896:14:000000000-A7ERE:1:1112:16180:19137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1112:4588:20487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	0
M00595:54:000000000-A7CT0:1:2118:4013:11663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2
M00595:54:000000000-A7CT0:1:1102:15636:10888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2
M01896:14:000000000-A7ERE:1:2112:13346:17914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2
M01896:15:000000000-A7EN9:1:2106:22877:20755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
M01896:2:000000000-A69JN:1:1118:26999:8438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1
M01896:14:000000000-A7ERE:1:1114:22594:14252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
M01896:14:000000000-A7ERE:1:1115:7691:18639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00595:42:000000000-A5J1T:1:1117:18123:18586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
M01896:14:000000000-A7ERE:1:1119:12270:12911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2
M01896:14:000000000-A7ERE:1:1117:8696:16110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1
M01896:14:000000000-A7ERE:1:2101:6358:11231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2114:14217:16812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	1
M00595:54:000000000-A7CT0:1:2116:5044:10918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2
M01896:15:000000000-A7EN9:1:1109:20281:12390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	2
M01896:2:000000000-A69JN:1:1103:26790:6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	5	2	7
M01896:15:000000000-A7EN9:1:1112:16148:23082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01896:15:000000000-A7EN9:1:1103:19556:3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2
M01896:2:000000000-A69JN:1:1113:22374:14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	1	0
M01896:15:000000000-A7EN9:1:2102:21091:17779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
M01896:15:000000000-A7EN9:1:2107:5890:8306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
M01896:15:000000000-A7EN9:1:2110:11219:14342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	1
M01896:2:000000000-A69JN:1:2118:10010:24329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0
M01896:15:000000000-A7EN9:1:1115:16775:19143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	2
M01896:15:000000000-A7EN9:1:1113:6832:21923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0
M01896:14:000000000-A7ERE:1:2108:4074:18921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	2	0
M01896:14:000000000-A7ERE:1:1103:28432:14593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	1
M01896:14:000000000-A7ERE:1:1110:17190:17174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1
M01896:14:000000000-A7ERE:1:2104:10318:19428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
M01896:2:000000000-A69JN:1:2101:25555:9774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1
M01896:14:000000000-A7ERE:1:1103:5309:5322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	0	2
M00595:54:000000000-A7CT0:1:1119:14254:14897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
