#OTU ID	PHB3.MID46-48.P1.apr13_ncdenovo	S1HB3.MID102-102.P1.nov13_ncdenovo	S1HB3.MID109-109.P3.jan14_ncdenovo	S1HB3.MID96-96.P1.dec13_ncdenovo	S1HB3.MID110-110.P1.jan14_ncdenovo	S1HB3.MID110-110.P1.jan14_otuclust	S1HB3.MID96-96.P1.dec13_otuclust	S1HB3.MID102-102.P1.nov13_otuclust	S1HB3.MID109-109.P3.jan14_otuclust	PHB3.MID46-48.P1.apr13_otuclust	S1HB3.MID109-109.P3.jan14_ncref	S1HB3.MID96-96.P1.dec13_ncref	S1HB3.MID110-110.P1.jan14_ncref	S1HB3.MID102-102.P1.nov13_ncref	PHB3.MID46-48.P1.apr13_ncref	S1HB3.MID110-110.P1.jan14	S1HB3.MID109-109.P3.jan14	PHB3.MID46-48.P1.apr13	S1HB3.MID102-102.P1.nov13	S1HB3.MID96-96.P1.dec13
M01896:14:000000000-A7ERE:1:2117:24327:6770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0
M01896:2:000000000-A69JN:1:1105:24721:11288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	2
M01896:2:000000000-A69JN:1:1113:21023:24486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	8	6
M01896:2:000000000-A69JN:1:1112:26759:8530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	19	0
M01896:15:000000000-A7EN9:1:1104:3926:6919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
M01896:14:000000000-A7ERE:1:1114:24898:5869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0
M01896:14:000000000-A7ERE:1:2117:10122:5823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
M01896:15:000000000-A7EN9:1:1111:17270:16030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2
M01896:15:000000000-A7EN9:1:1114:5363:8446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	6	2
M01896:2:000000000-A69JN:1:2110:11082:11415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	0
M01896:14:000000000-A7ERE:1:1116:18677:15650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	1
M01896:2:000000000-A69JN:1:1118:6060:23058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	5
M00595:54:000000000-A7CT0:1:2107:17565:5315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2
M01896:2:000000000-A69JN:1:2105:22301:20306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	12	1
M01896:2:000000000-A69JN:1:2118:5397:22233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1
M00595:42:000000000-A5J1T:1:2101:8377:19844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	5	2
M01896:14:000000000-A7ERE:1:1113:22771:8941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	1	11	6
M01896:2:000000000-A69JN:1:1104:13235:17400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3
M01896:2:000000000-A69JN:1:2101:8287:8535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	1
M01896:2:000000000-A69JN:1:1116:16568:10551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	20	0
M00595:54:000000000-A7CT0:1:2118:21635:10035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5	2
M01896:2:000000000-A69JN:1:1115:3428:15691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	1
M01896:14:000000000-A7ERE:1:2115:7741:11375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	15	3
M00595:42:000000000-A5J1T:1:1119:17185:3497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	4	11	0
M01896:14:000000000-A7ERE:1:2108:16294:6445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
M00595:54:000000000-A7CT0:1:2113:9827:14926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2
M01896:2:000000000-A69JN:1:2109:10529:11329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	2
M01896:2:000000000-A69JN:1:1113:14827:14171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5	3
M01896:2:000000000-A69JN:1:2117:20402:15958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	13	1
M01896:2:000000000-A69JN:1:2109:15070:7717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	9	0
M01896:14:000000000-A7ERE:1:2112:7233:2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2
M01896:2:000000000-A69JN:1:2119:25010:21557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	7	1
M00595:54:000000000-A7CT0:1:1106:12955:13975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	10	3
M01896:14:000000000-A7ERE:1:2108:23256:20068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	1
M01896:14:000000000-A7ERE:1:1105:25558:12209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	5	2
M00595:54:000000000-A7CT0:1:2109:13475:9397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	3
M01896:2:000000000-A69JN:1:2107:16523:21175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	17	4
M01896:14:000000000-A7ERE:1:1116:6759:13563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5	1
M01896:15:000000000-A7EN9:1:1101:12657:21753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2117:26457:7039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0
M01896:2:000000000-A69JN:1:1116:8606:13961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M01896:15:000000000-A7EN9:1:2111:11892:22488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	16	3
M01896:14:000000000-A7ERE:1:1108:7589:4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1
M01896:15:000000000-A7EN9:1:1102:21558:24518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00595:54:000000000-A7CT0:1:1107:15726:12788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	1	8	1
M00595:54:000000000-A7CT0:1:1115:16967:12943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2
M01896:14:000000000-A7ERE:1:2117:11822:7919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01896:2:000000000-A69JN:1:2109:9046:8202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	12	1
M01896:15:000000000-A7EN9:1:2118:16022:15579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2
M01896:2:000000000-A69JN:1:2103:9774:16280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	7	0
M01896:2:000000000-A69JN:1:2116:19603:19896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	3
M01896:15:000000000-A7EN9:1:1109:7517:7408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1109:28934:8629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:2:000000000-A69JN:1:1106:19007:5794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0
M01896:15:000000000-A7EN9:1:1109:2652:16639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2105:16864:17172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	7	1
M01896:15:000000000-A7EN9:1:2118:7410:19706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	7	1
M01896:2:000000000-A69JN:1:2114:25012:8392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	3	9	3
M01896:15:000000000-A7EN9:1:2108:3230:6948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	5	0
M01896:2:000000000-A69JN:1:2114:19703:5914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0
M01896:2:000000000-A69JN:1:2105:13932:8217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	16	2
M01896:2:000000000-A69JN:1:2111:16228:8387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	12	1
M01896:2:000000000-A69JN:1:1108:18974:7069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	1
M01896:2:000000000-A69JN:1:2103:19778:11536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5	1
M01896:2:000000000-A69JN:1:1102:22495:7754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	24	1
M01896:2:000000000-A69JN:1:2116:21275:23162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	11	2
M01896:2:000000000-A69JN:1:1119:4973:18041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0
M01896:14:000000000-A7ERE:1:1113:10785:20929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	3	3
M01896:2:000000000-A69JN:1:2109:19199:10745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0
M01896:2:000000000-A69JN:1:2108:19328:6169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
M01896:15:000000000-A7EN9:1:2107:18883:23566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
M00595:54:000000000-A7CT0:1:1119:13399:22036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	5
M01896:15:000000000-A7EN9:1:2109:2141:16220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1
M01896:15:000000000-A7EN9:1:1109:26647:8238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	6	0
M01896:2:000000000-A69JN:1:2111:2480:13134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	2
M01896:2:000000000-A69JN:1:1108:11369:9224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	3	6
M01896:15:000000000-A7EN9:1:2114:11121:18831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1
M00595:42:000000000-A5J1T:1:2117:10270:4616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1
M00595:54:000000000-A7CT0:1:1119:15655:17424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	4
M00595:54:000000000-A7CT0:1:2115:19624:16444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M01896:2:000000000-A69JN:1:1118:22049:12256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	6	0
M01896:2:000000000-A69JN:1:2114:19892:19622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	17	0
M01896:2:000000000-A69JN:1:2114:16525:3802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	3	0
M01896:15:000000000-A7EN9:1:1101:24082:17886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1
M00595:42:000000000-A5J1T:1:1119:10743:5076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	1
M00595:54:000000000-A7CT0:1:1109:10335:10852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2
M01896:14:000000000-A7ERE:1:1117:14885:4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	4	1
M01896:14:000000000-A7ERE:1:1105:16167:18858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	15	3
M01896:14:000000000-A7ERE:1:1105:7214:19226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5	0
M01896:2:000000000-A69JN:1:1101:12532:6131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0
M01896:2:000000000-A69JN:1:1101:18370:11625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
M01896:15:000000000-A7EN9:1:2109:5774:17594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1
M01896:2:000000000-A69JN:1:1110:7792:22280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	2
M00595:54:000000000-A7CT0:1:2107:16596:10675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	4
M01896:14:000000000-A7ERE:1:1109:6646:15525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3
M01896:2:000000000-A69JN:1:2116:17320:18690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	14	0
M01896:14:000000000-A7ERE:1:2117:9892:18514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	11	0
M01896:2:000000000-A69JN:1:2117:15657:7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1
M01896:2:000000000-A69JN:1:1113:24621:17008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	1
M01896:14:000000000-A7ERE:1:1117:5452:15182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:1110:8898:11781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	1
M00595:42:000000000-A5J1T:1:1101:20726:15815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	4
M01896:2:000000000-A69JN:1:2101:23737:17652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1
M01896:2:000000000-A69JN:1:2105:6995:22432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
M01896:2:000000000-A69JN:1:2115:27017:6941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M01896:2:000000000-A69JN:1:1109:16623:24082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M01896:2:000000000-A69JN:1:2110:3753:13149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M01896:2:000000000-A69JN:1:2111:20958:23761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	8	0
M00595:54:000000000-A7CT0:1:1109:19253:17423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	6
M01896:2:000000000-A69JN:1:1117:9395:19192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	3	0
M01896:2:000000000-A69JN:1:1104:11918:9092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0
M01896:14:000000000-A7ERE:1:2112:14526:14896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1
M00595:54:000000000-A7CT0:1:2102:22058:18570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	5
M01896:2:000000000-A69JN:1:2116:8377:14837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	5	2
M00595:54:000000000-A7CT0:1:2106:13501:20104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
M01896:2:000000000-A69JN:1:1115:15591:12325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0
M01896:2:000000000-A69JN:1:1102:6245:20379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	2
M01896:2:000000000-A69JN:1:1118:22502:6743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	7	0
M01896:2:000000000-A69JN:1:2115:13423:11609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	1
M01896:15:000000000-A7EN9:1:2107:14896:4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
M01896:2:000000000-A69JN:1:2112:28531:11176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0
M01896:15:000000000-A7EN9:1:1118:26126:13697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	1
M01896:2:000000000-A69JN:1:2105:23743:6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1
M01896:15:000000000-A7EN9:1:2107:20643:11604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2115:25042:3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
M01896:14:000000000-A7ERE:1:1112:26764:8451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	4	1
M01896:15:000000000-A7EN9:1:2109:12212:16802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M00595:54:000000000-A7CT0:1:1105:13407:18992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3
M01896:14:000000000-A7ERE:1:1113:23380:21765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
M01896:2:000000000-A69JN:1:2103:13074:10161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1
M01896:2:000000000-A69JN:1:2111:4529:6706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1
M01896:2:000000000-A69JN:1:1103:13407:14766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0
M01896:2:000000000-A69JN:1:1116:26579:11408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1
M01896:2:000000000-A69JN:1:1106:7389:16304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0
M01896:2:000000000-A69JN:1:1102:25978:3889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1
M01896:2:000000000-A69JN:1:1115:13402:19494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0
M01896:2:000000000-A69JN:1:2118:22775:14210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0
M01896:2:000000000-A69JN:1:1116:14093:17816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0
M01896:2:000000000-A69JN:1:1101:7111:8599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0
M01896:14:000000000-A7ERE:1:1115:12254:20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1103:15016:3513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
M01896:2:000000000-A69JN:1:1106:21220:14094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	2
M01896:2:000000000-A69JN:1:1111:10792:22982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
M01896:2:000000000-A69JN:1:1107:6537:11317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2
M01896:2:000000000-A69JN:1:2110:25449:4896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0
M01896:2:000000000-A69JN:1:2104:7637:2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0
M01896:2:000000000-A69JN:1:2115:13271:8354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1
M01896:2:000000000-A69JN:1:2109:21355:10933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
M00595:42:000000000-A5J1T:1:1116:21721:4236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
M01896:15:000000000-A7EN9:1:1113:27382:13498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1
M01896:14:000000000-A7ERE:1:2113:5794:4306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:2116:26639:9322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0
M00595:54:000000000-A7CT0:1:1116:14352:10224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3
M01896:2:000000000-A69JN:1:2117:10441:17348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	7	2
M01896:15:000000000-A7EN9:1:1108:18594:19770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
M01896:2:000000000-A69JN:1:2106:3369:9003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0
M01896:2:000000000-A69JN:1:2113:21957:21327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1
M01896:2:000000000-A69JN:1:1107:19828:11493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
M01896:2:000000000-A69JN:1:1109:14124:16518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
M00595:54:000000000-A7CT0:1:2111:7733:16015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	4
M01896:2:000000000-A69JN:1:1116:6271:8040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
M01896:2:000000000-A69JN:1:1113:8661:6817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0
M01896:2:000000000-A69JN:1:1115:24061:10030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2
M01896:2:000000000-A69JN:1:2112:18252:8513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2
M01896:14:000000000-A7ERE:1:2112:3683:10894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
M01896:2:000000000-A69JN:1:2107:20837:2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
M00595:42:000000000-A5J1T:1:1112:14970:3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M01896:2:000000000-A69JN:1:2105:23729:5002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1
M00595:42:000000000-A5J1T:1:1104:11805:17796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
M01896:2:000000000-A69JN:1:1104:25436:4166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0
M01896:2:000000000-A69JN:1:2117:25108:21543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1
M00595:42:000000000-A5J1T:1:2103:11733:7390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0
M00595:42:000000000-A5J1T:1:2111:14229:19587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1
M00595:42:000000000-A5J1T:1:2114:18991:8521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:26261:22328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
M01896:2:000000000-A69JN:1:1112:10193:15295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
M01896:2:000000000-A69JN:1:1105:19891:1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
M00595:42:000000000-A5J1T:1:2108:16798:15748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
M01896:2:000000000-A69JN:1:2116:14199:20572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
M01896:2:000000000-A69JN:1:1104:13080:22959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3
M01896:2:000000000-A69JN:1:1109:20122:2585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
M01896:2:000000000-A69JN:1:1104:13264:5889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1106:15730:22085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
M01896:2:000000000-A69JN:1:2111:5344:7368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
M01896:2:000000000-A69JN:1:1107:24523:9701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1107:22828:14544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1116:19518:3024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
M01896:2:000000000-A69JN:1:1112:22718:18186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2116:24791:16480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2109:24284:6535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:1114:12510:17173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2119:17152:8989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
M00595:54:000000000-A7CT0:1:1115:27102:16204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
M00595:54:000000000-A7CT0:1:1105:12790:7514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
M01896:2:000000000-A69JN:1:1119:13084:11519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2101:23375:4623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2102:9930:10858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1
M01896:2:000000000-A69JN:1:2102:23680:12095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2102:26206:12808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2102:20452:21217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
M01896:2:000000000-A69JN:1:2112:13460:24801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2117:8087:6037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2104:8199:2456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
