#OTU ID	PHB3.MID46-48.P1.apr13_ncdenovo	S1HB3.MID102-102.P1.nov13_ncdenovo	S1HB3.MID109-109.P3.jan14_ncdenovo	S1HB3.MID96-96.P1.dec13_ncdenovo	S1HB3.MID110-110.P1.jan14_ncdenovo	S1HB3.MID110-110.P1.jan14_otuclust	S1HB3.MID96-96.P1.dec13_otuclust	S1HB3.MID102-102.P1.nov13_otuclust	S1HB3.MID109-109.P3.jan14_otuclust	PHB3.MID46-48.P1.apr13_otuclust	S1HB3.MID109-109.P3.jan14_ncref	S1HB3.MID96-96.P1.dec13_ncref	S1HB3.MID110-110.P1.jan14_ncref	S1HB3.MID102-102.P1.nov13_ncref	PHB3.MID46-48.P1.apr13_ncref	S1HB3.MID110-110.P1.jan14	S1HB3.MID109-109.P3.jan14	PHB3.MID46-48.P1.apr13	S1HB3.MID102-102.P1.nov13	S1HB3.MID96-96.P1.dec13
M01896:14:000000000-A7ERE:1:1115:18472:17234	2	8	0	0	7	0	0	0	0	0	0	0	7	8	2	12	9	6	17	5
M01896:2:000000000-A69JN:1:2109:23524:9076	231	484	1092	16	360	0	0	0	0	0	1092	16	360	484	231	536	1493	326	681	41
M01896:2:000000000-A69JN:1:2102:24654:10296	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	2	5	3
M01896:14:000000000-A7ERE:1:1111:28389:19028	2	39	11	2	3	1	1	1	1	1	11	2	3	39	2	16	25	5	97	8
M00595:42:000000000-A5J1T:1:2118:7340:13389	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
M00595:54:000000000-A7CT0:1:1102:24776:10629	2	6	2	0	2	0	0	0	0	0	2	2	2	6	2	11	7	6	16	8
M00595:42:000000000-A5J1T:1:2107:12676:10976	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1103:9733:5174	2	15	0	0	0	0	0	1	0	1	0	0	0	15	2	0	0	4	24	0
M01896:2:000000000-A69JN:1:1104:12210:17044	0	58	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	1	0
M01896:2:000000000-A69JN:1:2119:18488:18896	0	20	2	0	0	0	0	1	1	0	2	0	0	20	0	1	11	5	44	1
M01896:2:000000000-A69JN:1:1104:15996:14895	0	13	0	0	0	0	0	0	0	0	0	3	7	15	0	20	4	0	31	9
M00595:54:000000000-A7CT0:1:2105:18036:5210	0	11	0	0	0	0	0	0	0	0	0	8	9	0	0	21	15	1	41	18
M01896:2:000000000-A69JN:1:1119:14124:21418	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0
M00595:54:000000000-A7CT0:1:1116:18548:14866	0	13	7	0	2	0	0	0	0	0	7	0	2	13	0	10	22	3	40	5
M01896:15:000000000-A7EN9:1:1113:21247:10071	0	5	0	0	3	0	0	0	0	0	0	0	0	5	0	13	16	8	31	2
M00595:42:000000000-A5J1T:1:2103:28979:17364	0	11	3	0	4	0	0	0	0	0	3	0	4	11	0	18	26	15	46	4
M01896:2:000000000-A69JN:1:2115:15655:12673	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0
M01896:2:000000000-A69JN:1:2110:4426:19319	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	1	4	0
M01896:2:000000000-A69JN:1:2109:24174:21782	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	2	5	1	11	0
M01896:14:000000000-A7ERE:1:1119:12969:21536	0	3	5	0	5	0	0	0	0	0	5	0	5	3	0	10	7	0	3	1
M01896:2:000000000-A69JN:1:1101:17162:21871	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	1	5	0
M00595:54:000000000-A7CT0:1:2115:18185:9685	0	3	0	5	0	0	0	0	0	0	0	5	0	3	0	2	0	1	3	5
M01896:2:000000000-A69JN:1:1105:17325:11617	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01896:2:000000000-A69JN:1:1117:7270:5752	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1108:8735:20276	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2105:14787:14328	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	6	0
M01896:2:000000000-A69JN:1:2119:18461:22693	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2106:19852:18263	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2114:8068:17114	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2112:25648:20489	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0
M01896:15:000000000-A7EN9:1:2118:10844:10877	0	6	0	0	2	0	0	0	0	0	0	0	0	6	0	4	3	4	16	6
M01896:2:000000000-A69JN:1:2112:5179:21178	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2106:15128:22631	0	6	2	0	0	0	0	0	0	0	2	0	0	4	0	5	4	1	11	2
M01896:2:000000000-A69JN:1:2107:13271:20278	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1111:12461:21161	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1101:7717:2618	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:1115:7000:14822	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2118:10979:9625	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	4	1
M01896:2:000000000-A69JN:1:1116:6862:9719	0	6	2	0	3	0	0	0	0	0	2	0	3	6	0	4	4	3	9	0
M01896:2:000000000-A69JN:1:1111:3652:14809	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2109:11818:6139	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	0
M01896:2:000000000-A69JN:1:2102:9207:8262	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1111:20260:9776	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2109:16611:14954	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2115:27145:13879	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2106:8862:11158	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
M01896:2:000000000-A69JN:1:1105:5286:9411	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2105:8522:15966	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	2	1
M01896:14:000000000-A7ERE:1:2110:6815:18076	0	4	0	0	2	0	0	0	0	0	0	0	2	4	0	7	13	5	14	1
M01896:2:000000000-A69JN:1:1107:6630:20119	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0
M01896:2:000000000-A69JN:1:1103:8150:5357	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1108:27476:18288	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2110:5547:6911	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	7	2	1	6	0
M01896:2:000000000-A69JN:1:2105:8363:11674	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0
M01896:2:000000000-A69JN:1:1109:23179:9208	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0
M01896:2:000000000-A69JN:1:2106:20808:12902	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0
M01896:2:000000000-A69JN:1:2103:27426:8332	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1
M01896:2:000000000-A69JN:1:1102:4525:10185	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:1103:6399:12284	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1104:22727:1978	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1104:14516:21621	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1116:26623:13903	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
M01896:2:000000000-A69JN:1:1106:2993:15005	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2118:21234:8446	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	5	0	8	3
M01896:2:000000000-A69JN:1:1108:16553:5099	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	1
M01896:2:000000000-A69JN:1:2107:28173:6982	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2110:24583:2447	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2113:27897:17188	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0
M01896:2:000000000-A69JN:1:1104:26570:19663	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	10	0
M01896:2:000000000-A69JN:1:2117:24617:7650	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	1
M01896:2:000000000-A69JN:1:1101:9187:7254	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	1	9	1
M01896:2:000000000-A69JN:1:2104:9973:22488	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	4	0
M01896:2:000000000-A69JN:1:1106:27650:14997	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	2	2	9	14	2
M01896:15:000000000-A7EN9:1:2118:7014:9778	0	2	8	0	4	0	0	0	1	0	8	0	4	2	0	13	27	7	15	0
M01896:2:000000000-A69JN:1:2102:14282:6417	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1108:8012:3372	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:15:000000000-A7EN9:1:1105:25649:7748	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	3	1
M01896:15:000000000-A7EN9:1:1118:10386:3955	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	1	0
M01896:15:000000000-A7EN9:1:1116:20138:17872	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:1110:15007:3110	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	5	2
M01896:14:000000000-A7ERE:1:2107:24795:14989	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2110:7377:20573	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	3	2	3	0
M01896:15:000000000-A7EN9:1:2101:14442:11430	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:14:000000000-A7ERE:1:1114:21530:3878	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2106:20799:12780	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0
M00595:54:000000000-A7CT0:1:2111:20242:19639	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00595:54:000000000-A7CT0:1:2112:15702:9753	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3
M01896:14:000000000-A7ERE:1:1108:28353:9951	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	4	2	6	7
M00595:54:000000000-A7CT0:1:2105:14927:13772	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	7	3
M00595:54:000000000-A7CT0:1:2102:9679:5027	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2
M00595:54:000000000-A7CT0:1:2106:24610:11372	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:14:000000000-A7ERE:1:2110:9054:4192	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:15:000000000-A7EN9:1:2103:19455:9443	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
M01896:14:000000000-A7ERE:1:2118:4071:8336	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1101:15343:7295	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1116:25366:12579	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0
M01896:14:000000000-A7ERE:1:1106:25069:8712	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	5	2	0	3	2
M01896:14:000000000-A7ERE:1:2105:17971:13929	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1109:11613:7413	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0
M01896:15:000000000-A7EN9:1:2108:25555:22021	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0
M01896:14:000000000-A7ERE:1:1108:25049:8885	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0
M01896:14:000000000-A7ERE:1:1111:18688:13989	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0
M01896:15:000000000-A7EN9:1:2103:11598:21453	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0
M01896:15:000000000-A7EN9:1:2106:15791:19988	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2113:9086:23112	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1116:25884:5612	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	2	0	2	0
M01896:2:000000000-A69JN:1:1109:23687:22876	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	2	0	3	0
M01896:15:000000000-A7EN9:1:2110:25099:20143	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2110:7884:7402	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:2112:4244:6274	0	0	0	0	0	0	0	0	0	0	6	0	0	25	0	13	25	0	62	5
M01896:15:000000000-A7EN9:1:1104:23481:5486	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0
M01896:14:000000000-A7ERE:1:1108:19336:19168	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2116:14825:17273	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2106:5834:4798	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	1
M01896:15:000000000-A7EN9:1:2117:22902:15662	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0
M01896:15:000000000-A7EN9:1:1116:2974:10929	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	1
M01896:14:000000000-A7ERE:1:2102:13705:19575	0	0	0	0	0	0	0	0	0	0	4	2	4	5	0	15	13	1	19	6
M01896:15:000000000-A7EN9:1:1116:19555:20501	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	1	0
M01896:14:000000000-A7ERE:1:1105:13821:4900	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1107:25564:21582	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2111:3577:17785	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:1109:21265:23447	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	3	7	2	15	6
M01896:2:000000000-A69JN:1:1101:26656:12599	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	5	4
M00595:54:000000000-A7CT0:1:2102:18420:16943	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:15:000000000-A7EN9:1:1111:12936:3763	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M00595:54:000000000-A7CT0:1:2114:20658:8731	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2
M00595:54:000000000-A7CT0:1:1103:15748:16662	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1108:16182:16060	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:21561:16142	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	2	2	5	5
M00595:54:000000000-A7CT0:1:1104:12227:20687	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	2
M00595:54:000000000-A7CT0:1:2113:10079:12919	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3
M00595:54:000000000-A7CT0:1:1106:22948:22687	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1114:11790:5891	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1115:8532:17625	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	4
M00595:54:000000000-A7CT0:1:2106:18067:15346	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1117:16062:17358	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	3	5
M00595:54:000000000-A7CT0:1:1112:4770:9215	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2
M00595:54:000000000-A7CT0:1:2106:15781:19472	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2110:12641:4255	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2
M00595:54:000000000-A7CT0:1:2104:24878:11017	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3
M00595:54:000000000-A7CT0:1:1110:13064:22105	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2112:16876:3357	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	3
M00595:54:000000000-A7CT0:1:1111:13141:21497	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2112:16225:15844	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	4	6
M00595:54:000000000-A7CT0:1:1111:13249:18910	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1110:11467:15766	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0	10	3	0	19	2
M01896:2:000000000-A69JN:1:2104:24885:12428	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	7	0	12	0
M01896:14:000000000-A7ERE:1:2101:20234:24967	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1110:2868:12458	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	1	0
M01896:15:000000000-A7EN9:1:2105:7890:20238	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0
