#OTU ID	PHB3.MID46-48.P1.apr13_ncdenovo	S1HB3.MID102-102.P1.nov13_ncdenovo	S1HB3.MID109-109.P3.jan14_ncdenovo	S1HB3.MID96-96.P1.dec13_ncdenovo	S1HB3.MID110-110.P1.jan14_ncdenovo	S1HB3.MID110-110.P1.jan14_otuclust	S1HB3.MID96-96.P1.dec13_otuclust	S1HB3.MID102-102.P1.nov13_otuclust	S1HB3.MID109-109.P3.jan14_otuclust	PHB3.MID46-48.P1.apr13_otuclust	S1HB3.MID109-109.P3.jan14_ncref	S1HB3.MID96-96.P1.dec13_ncref	S1HB3.MID110-110.P1.jan14_ncref	S1HB3.MID102-102.P1.nov13_ncref	PHB3.MID46-48.P1.apr13_ncref	S1HB3.MID110-110.P1.jan14	S1HB3.MID109-109.P3.jan14	PHB3.MID46-48.P1.apr13	S1HB3.MID102-102.P1.nov13	S1HB3.MID96-96.P1.dec13
M01896:2:000000000-A69JN:1:2119:24482:13604	390	2476	506	307	573	1	1	1	1	1	506	307	573	2476	390	1105	975	711	3610	652
M01896:2:000000000-A69JN:1:1106:8831:5581	55	114	145	7	79	0	0	0	0	0	145	7	79	114	55	80	148	55	119	7
M01896:2:000000000-A69JN:1:2114:7858:6525	74	267	47	5	27	1	1	1	1	1	47	5	27	267	74	49	121	155	489	9
M00595:54:000000000-A7CT0:1:2119:21019:21058	339	1198	546	66	195	1	1	1	1	1	546	66	195	1198	339	396	974	589	1831	121
M01896:14:000000000-A7ERE:1:2117:5259:13066	301	533	195	291	242	1	1	1	1	1	195	291	242	533	301	513	439	612	915	611
M01896:15:000000000-A7EN9:1:2106:10212:18012	185	516	62	93	102	1	1	1	1	1	62	93	102	516	185	292	227	387	1134	235
M01896:15:000000000-A7EN9:1:2110:23920:22798	665	2312	602	361	526	1	1	1	1	1	602	361	526	2312	665	1239	1509	1319	3923	768
M01896:15:000000000-A7EN9:1:1113:13754:18743	405	717	245	409	346	1	1	1	1	1	245	409	346	717	405	644	560	718	1150	784
M01896:14:000000000-A7ERE:1:1116:8588:17805	236	960	294	111	277	1	1	1	1	1	294	111	277	960	236	659	750	519	1816	284
M01896:14:000000000-A7ERE:1:2106:4353:6516	36	74	101	3	39	0	0	0	1	0	101	3	39	74	36	39	102	36	74	3
M01896:2:000000000-A69JN:1:2112:11160:13697	31	50	60	10	29	0	0	0	0	0	60	10	29	50	31	29	61	32	50	10
M00595:54:000000000-A7CT0:1:1113:12371:15671	256	396	133	206	135	1	1	1	1	1	133	206	135	396	256	304	303	490	767	420
M01896:2:000000000-A69JN:1:2119:18333:15352	40	150	59	25	22	1	1	1	1	1	59	25	22	150	40	56	149	79	318	54
M00595:42:000000000-A5J1T:1:2105:15205:4327	42	44	41	9	23	0	0	0	0	0	41	9	23	44	42	23	41	42	44	9
M01896:2:000000000-A69JN:1:2119:6921:8452	252	1054	295	129	256	1	1	1	1	1	295	129	256	1054	252	602	623	524	1809	286
M01896:15:000000000-A7EN9:1:1109:21664:16447	30	38	58	4	40	0	0	0	0	0	58	4	40	38	30	42	61	30	40	4
M00595:54:000000000-A7CT0:1:2118:24967:17422	289	696	326	378	199	1	1	1	1	1	326	378	199	696	289	473	729	579	1151	689
M01896:15:000000000-A7EN9:1:1109:11341:10167	282	594	146	361	166	1	1	1	1	1	146	361	166	594	282	341	335	543	1060	699
M01896:14:000000000-A7ERE:1:1106:3761:11457	217	383	453	26	254	0	0	0	0	0	453	26	254	383	217	264	462	225	388	26
M00595:54:000000000-A7CT0:1:2106:25583:12560	264	545	151	210	162	1	1	1	1	1	151	210	162	545	264	425	362	578	974	492
M00595:42:000000000-A5J1T:1:2109:12829:8776	508	806	130	258	137	1	1	1	1	1	130	258	137	806	508	374	384	1051	1619	601
M00595:42:000000000-A5J1T:1:1109:10568:4527	96	131	10	26	13	1	1	1	1	1	10	26	13	131	96	64	49	269	399	79
M01896:14:000000000-A7ERE:1:2101:15048:14714	49	70	143	13	37	0	0	0	0	0	143	13	37	70	49	42	161	53	84	19
M00595:54:000000000-A7CT0:1:2110:14693:15849	361	1817	355	243	519	1	1	1	1	1	355	243	519	1817	361	973	803	701	2742	504
M00595:54:000000000-A7CT0:1:2110:22525:11223	255	718	135	384	244	1	1	1	1	1	135	384	244	718	255	464	289	481	1146	741
M00595:54:000000000-A7CT0:1:1115:26168:16224	46	49	72	14	28	0	0	0	0	0	72	14	28	49	46	36	90	52	68	18
M00595:42:000000000-A5J1T:1:1102:21813:22385	199	301	110	170	88	1	1	1	1	1	110	170	88	301	199	194	223	353	564	326
M01896:2:000000000-A69JN:1:2113:20162:11744	25	33	35	5	14	0	0	0	0	0	35	5	14	33	25	15	37	27	35	5
M01896:15:000000000-A7EN9:1:1112:20879:6803	9	9	19	0	9	0	0	0	0	0	19	0	9	9	9	10	21	11	10	0
M01896:2:000000000-A69JN:1:2115:26093:7581	202	284	163	243	287	1	1	1	1	1	163	243	287	284	202	582	355	427	553	479
M00595:42:000000000-A5J1T:1:1115:21420:14530	45	71	5	6	8	1	1	1	1	1	5	6	8	71	45	39	27	115	197	30
M01896:15:000000000-A7EN9:1:2106:10126:2504	222	356	87	236	133	1	1	1	1	1	87	236	133	356	222	343	209	469	684	494
M00595:54:000000000-A7CT0:1:1108:12019:12136	245	434	96	222	143	1	1	1	1	1	96	222	143	434	245	353	310	523	861	511
M01896:2:000000000-A69JN:1:1104:23093:19388	175	409	63	153	98	1	1	1	1	1	63	153	98	409	175	248	203	387	767	347
M01896:15:000000000-A7EN9:1:2110:12583:2279	61	166	297	30	101	0	0	0	0	0	297	30	101	166	61	108	321	61	170	33
M01896:14:000000000-A7ERE:1:1119:16787:13194	103	94	98	22	57	0	0	0	0	0	98	22	57	94	103	57	103	105	96	22
M01896:14:000000000-A7ERE:1:1114:23479:10794	211	440	89	185	158	1	1	1	1	1	89	185	158	440	211	390	243	427	840	468
M00595:42:000000000-A5J1T:1:2109:17167:8537	224	361	114	225	133	0	0	0	0	0	114	225	133	361	224	330	291	511	712	441
M01896:15:000000000-A7EN9:1:2115:13807:17978	8	14	93	0	35	0	0	0	0	0	93	0	35	14	8	53	123	10	20	0
M01896:14:000000000-A7ERE:1:1113:17400:13763	12	20	25	3	13	0	0	0	0	0	25	3	13	20	12	13	28	13	20	3
M01896:14:000000000-A7ERE:1:2110:16399:20153	214	357	66	184	106	1	1	1	1	1	66	184	106	357	214	287	220	485	674	416
M01896:15:000000000-A7EN9:1:1112:3487:9719	105	199	298	25	147	0	0	0	0	0	298	25	147	199	105	151	303	106	202	25
M01896:2:000000000-A69JN:1:1118:6022:7139	95	140	236	25	98	0	0	0	0	0	236	25	98	140	95	102	237	95	141	25
M00595:42:000000000-A5J1T:1:2113:12729:10962	215	1035	159	110	223	1	1	1	0	1	159	110	223	1035	215	535	481	450	1804	270
M00595:42:000000000-A5J1T:1:2115:24049:10630	7	2	0	0	0	0	0	0	0	0	0	0	0	2	7	1	3	7	4	2
M01896:2:000000000-A69JN:1:1110:20154:16063	84	196	201	10	87	0	0	0	0	0	201	10	87	196	84	89	201	90	198	10
M01896:2:000000000-A69JN:1:2116:12743:6902	62	137	198	12	82	0	0	0	0	0	198	12	82	137	62	89	206	63	137	12
M01896:2:000000000-A69JN:1:2111:14667:2715	8	19	7	16	12	0	0	0	0	0	7	16	12	19	8	12	8	8	20	16
M01896:2:000000000-A69JN:1:2112:17276:22734	7	34	8	6	11	0	0	0	0	0	8	6	11	34	7	13	8	9	36	8
M01896:2:000000000-A69JN:1:2102:21441:14904	203	477	128	172	170	0	0	0	0	0	128	172	170	477	203	426	387	472	923	473
M01896:14:000000000-A7ERE:1:1108:24636:2591	4	9	2	0	2	0	0	0	0	0	2	0	2	9	4	4	14	8	19	6
M01896:14:000000000-A7ERE:1:2101:15411:20356	4	0	2	4	4	0	0	0	0	0	2	4	4	0	4	4	2	4	1	5
M00595:42:000000000-A5J1T:1:1111:20086:11519	70	48	87	6	36	0	0	0	1	0	87	6	36	48	70	45	98	72	51	6
M01896:2:000000000-A69JN:1:1107:11120:3637	123	371	66	135	148	1	1	1	1	1	66	135	148	371	123	320	150	273	671	314
M01896:2:000000000-A69JN:1:2111:5630:18173	49	267	227	6	103	0	0	0	0	0	227	6	103	267	49	362	620	222	591	36
M01896:15:000000000-A7EN9:1:2118:22482:5575	106	285	660	5	212	0	0	0	0	0	660	5	212	285	106	414	1097	209	502	37
M01896:15:000000000-A7EN9:1:1111:18544:3528	125	200	458	11	157	0	0	0	0	0	458	11	157	200	125	159	463	126	203	11
M01896:14:000000000-A7ERE:1:2108:26475:8076	6	10	26	0	7	0	0	0	0	0	26	0	7	10	6	7	26	6	10	1
M00595:42:000000000-A5J1T:1:1117:22257:4518	3	32	2	0	0	0	0	1	1	1	2	0	0	32	3	0	7	7	60	0
M01896:15:000000000-A7EN9:1:2117:9065:22971	3	10	16	0	6	0	0	0	0	0	16	0	6	10	3	8	15	3	10	0
M01896:2:000000000-A69JN:1:2117:21788:12236	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	4	4	1
M00595:42:000000000-A5J1T:1:2111:26684:12050	2	3	0	0	2	0	0	0	0	0	0	0	2	3	2	2	0	2	3	1
M00595:54:000000000-A7CT0:1:2115:21515:20514	14	95	205	7	48	0	0	0	0	0	205	7	48	95	14	175	511	90	236	16
M01896:15:000000000-A7EN9:1:2115:6513:14322	4	9	2	2	7	0	0	0	0	0	2	2	7	9	4	9	8	8	17	6
M00595:42:000000000-A5J1T:1:2111:14843:3335	2	4	2	0	2	0	0	0	0	0	2	0	2	4	2	2	2	2	4	1
M00595:42:000000000-A5J1T:1:2108:24522:7777	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1102:15078:7715	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0
M00595:42:000000000-A5J1T:1:2104:24385:16497	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
	6	10	2	2	6	1	1	2	1	2	2	2	6	10	6	31	28	20	56	12
M00595:42:000000000-A5J1T:1:2102:7255:10310	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	13	8	1
M00595:42:000000000-A5J1T:1:1118:15057:5210	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1111:26558:6194	2	8	2	0	0	0	0	0	0	0	2	0	0	8	2	1	2	2	8	0
M01896:2:000000000-A69JN:1:1101:4892:12428	2	8	3	3	2	0	0	0	0	0	3	3	2	8	2	12	10	8	21	6
M00595:54:000000000-A7CT0:1:1113:15685:14799	2	5	0	2	4	0	0	0	0	0	0	2	4	5	2	4	1	2	5	2
M00595:42:000000000-A5J1T:1:1115:10695:16512	2	3	0	0	0	0	0	0	0	0	0	0	0	3	2	5	3	5	7	2
M00595:42:000000000-A5J1T:1:2102:12541:19400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0
M00595:42:000000000-A5J1T:1:1116:17157:22117	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0
M01896:15:000000000-A7EN9:1:1108:24182:16466	2	0	2	0	3	0	0	0	0	0	2	0	3	0	2	7	6	4	11	1
M00595:42:000000000-A5J1T:1:2105:23876:3439	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0
M00595:42:000000000-A5J1T:1:2115:8837:20624	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:14:000000000-A7ERE:1:2118:24165:3530	2	44	6	2	10	0	0	0	0	0	6	2	10	44	2	100	119	72	250	62
M00595:42:000000000-A5J1T:1:2107:8101:16818	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M00595:42:000000000-A5J1T:1:1103:18378:21145	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1101:26210:20632	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5	2	3
M01896:14:000000000-A7ERE:1:1108:8735:17805	2	4	5	0	7	0	0	0	0	0	5	0	7	4	2	21	15	5	11	2
M01896:2:000000000-A69JN:1:1118:15085:23928	2	6	5	0	0	0	0	0	0	0	5	0	0	6	2	5	10	3	10	1
M01896:2:000000000-A69JN:1:2102:24654:10296	4	2	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	5	5	0
M00595:42:000000000-A5J1T:1:2104:19051:16363	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1114:12541:7277	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M00595:42:000000000-A5J1T:1:2118:7340:13389	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:14:000000000-A7ERE:1:1111:28389:19028	2	39	11	2	3	1	1	1	1	1	11	2	3	39	2	16	22	5	92	8
M00595:42:000000000-A5J1T:1:2115:13980:15198	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M00595:42:000000000-A5J1T:1:1110:22598:6022	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	1	0
M00595:42:000000000-A5J1T:1:1118:20931:14632	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2112:4244:6274	2	0	0	0	0	0	0	0	0	0	6	0	0	23	2	14	22	2	58	6
M01896:2:000000000-A69JN:1:1103:21851:23395	2	4	2	2	0	0	0	0	0	0	2	2	0	4	2	11	6	7	10	4
M00595:42:000000000-A5J1T:1:1117:6918:12173	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M00595:42:000000000-A5J1T:1:2107:12676:10976	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1102:17405:5337	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	1	0
M00595:54:000000000-A7CT0:1:1106:10250:19361	2	22	2	2	0	0	0	0	0	0	2	2	0	22	2	19	22	36	78	32
M01896:2:000000000-A69JN:1:1116:6906:12118	2	4	0	0	0	0	0	0	0	0	0	0	0	4	2	3	3	5	16	1
M01896:2:000000000-A69JN:1:2117:27003:17842	2	5	2	0	4	0	0	0	0	0	2	0	4	5	2	4	2	2	5	0
M01896:2:000000000-A69JN:1:1103:9733:5174	2	15	0	0	0	0	0	1	0	1	0	0	0	15	2	0	0	3	23	0
M00595:42:000000000-A5J1T:1:1107:11661:7356	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1108:20482:12366	2	4	0	2	0	0	0	0	0	0	0	2	0	4	2	2	0	4	7	4
M00595:42:000000000-A5J1T:1:1116:12244:9697	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:19336:11163	2	5	2	0	3	0	0	0	0	0	2	0	3	5	2	3	2	2	5	0
M00595:54:000000000-A7CT0:1:1104:5759:14555	2	2	4	2	0	0	0	0	0	0	4	2	0	2	2	0	4	2	2	3
M01896:2:000000000-A69JN:1:1104:12210:17044	0	58	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	1	0
M01896:15:000000000-A7EN9:1:2117:27398:10382	0	13	0	0	0	0	0	0	0	0	6	5	9	20	0	33	20	1	46	11
M00595:54:000000000-A7CT0:1:1108:24147:18701	0	20	5	2	0	0	0	0	0	0	5	2	0	20	0	2	12	1	34	3
M01896:14:000000000-A7ERE:1:1102:21085:17283	0	11	0	0	0	0	0	0	0	0	0	8	11	0	0	22	16	1	42	19
M01896:2:000000000-A69JN:1:2107:18449:18586	0	12	0	4	3	0	0	0	0	0	0	4	3	12	0	3	1	0	12	4
M01896:14:000000000-A7ERE:1:2117:14481:3697	0	12	2	2	3	0	0	0	0	0	2	2	3	12	0	8	10	9	24	4
M01896:2:000000000-A69JN:1:2115:8376:13587	0	9	3	0	3	0	0	0	0	0	3	0	3	9	0	7	7	4	17	3
M01896:2:000000000-A69JN:1:1119:14124:21418	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0
M00595:54:000000000-A7CT0:1:1116:18548:14866	0	10	5	0	2	0	0	0	0	0	5	0	2	10	0	7	15	2	27	3
M01896:15:000000000-A7EN9:1:1113:21247:10071	0	14	0	0	7	0	0	0	0	0	0	0	2	14	0	16	14	13	36	3
M01896:2:000000000-A69JN:1:1115:20113:8945	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	1	7	1
M01896:15:000000000-A7EN9:1:2108:24758:6973	2	22	14	2	5	0	0	0	0	0	14	2	5	22	2	48	66	14	102	22
M01896:2:000000000-A69JN:1:2119:18488:18896	0	20	2	0	0	0	0	1	1	0	2	0	0	20	0	0	8	5	37	1
M01896:2:000000000-A69JN:1:2112:22106:21110	0	7	2	2	0	0	0	0	0	0	2	2	0	7	0	2	2	0	7	4
M01896:15:000000000-A7EN9:1:2119:18824:13923	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	4	0
M01896:2:000000000-A69JN:1:2113:16587:14854	0	6	0	2	0	0	0	0	0	0	0	2	0	6	0	1	4	1	8	2
M01896:2:000000000-A69JN:1:2115:15655:12673	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0
M01896:2:000000000-A69JN:1:1117:13706:14080	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	4	0
M00595:54:000000000-A7CT0:1:1103:28872:12329	0	11	0	3	0	0	0	0	0	0	0	3	0	11	0	0	1	0	16	4
M01896:2:000000000-A69JN:1:2111:23104:20593	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	7	0
M00595:54:000000000-A7CT0:1:1106:2888:16910	0	4	0	0	4	0	0	0	0	0	0	0	4	4	0	7	1	1	9	2
M01896:14:000000000-A7ERE:1:2116:17135:10649	0	15	23	2	6	0	0	0	1	0	23	2	6	15	0	16	59	12	36	2
M01896:2:000000000-A69JN:1:2110:4426:19319	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	4	0
M01896:2:000000000-A69JN:1:1110:20230:18869	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	5	0
M01896:2:000000000-A69JN:1:2108:22754:9649	0	3	3	0	0	0	0	0	0	0	3	0	0	3	0	0	6	1	3	0
M01896:2:000000000-A69JN:1:2108:27414:19241	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2109:5831:17154	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	2	7	0
M01896:2:000000000-A69JN:1:1114:5270:15875	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	3	2
M01896:14:000000000-A7ERE:1:1110:7865:2765	0	3	0	0	2	0	0	0	0	0	0	0	2	3	0	3	1	1	3	0
M01896:2:000000000-A69JN:1:2106:23109:18534	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0
M01896:2:000000000-A69JN:1:1111:9045:5199	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2103:9222:15059	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0
M00595:54:000000000-A7CT0:1:2111:20777:3761	0	3	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0	2	5	2
M01896:2:000000000-A69JN:1:2101:28296:7342	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
M01896:15:000000000-A7EN9:1:1112:16666:22399	0	7	17	2	10	0	0	0	0	0	17	2	10	7	0	31	68	11	27	8
M01896:15:000000000-A7EN9:1:1111:25074:20709	0	3	2	0	0	0	0	0	0	0	2	0	0	3	0	2	5	0	6	0
M01896:2:000000000-A69JN:1:1107:11878:20809	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:2110:10148:20863	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
M00595:54:000000000-A7CT0:1:1105:20683:20046	0	3	0	2	0	0	0	0	0	0	0	2	0	3	0	1	4	1	4	5
M01896:2:000000000-A69JN:1:2115:4284:11716	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0
M01896:2:000000000-A69JN:1:2118:23162:8417	0	9	0	0	2	0	0	0	0	0	0	0	2	9	0	15	9	7	20	1
M01896:2:000000000-A69JN:1:1101:7999:12211	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	1	3	1
M01896:2:000000000-A69JN:1:1105:17325:11617	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01896:2:000000000-A69JN:1:2103:5430:9922	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2119:13356:6203	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	9	1
M01896:2:000000000-A69JN:1:2118:26909:14811	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2102:28154:7261	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
M01896:2:000000000-A69JN:1:2106:5989:12341	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1117:7270:5752	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:14:000000000-A7ERE:1:1113:20563:23380	0	2	2	0	2	0	0	0	0	0	2	0	2	2	0	7	3	4	10	2
M01896:2:000000000-A69JN:1:2109:13142:13390	0	2	2	0	5	0	0	0	0	0	2	0	5	2	0	7	10	0	5	1
M01896:2:000000000-A69JN:1:1106:23335:5304	0	5	0	4	2	0	0	0	0	0	0	4	2	5	0	3	1	2	5	4
M01896:2:000000000-A69JN:1:1116:17687:18730	0	2	0	0	2	0	0	0	0	0	0	0	2	2	0	2	5	1	3	0
M01896:2:000000000-A69JN:1:2116:28382:11186	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2119:12520:7087	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2107:24438:15980	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1105:8329:13313	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2101:24094:20242	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	1
M01896:15:000000000-A7EN9:1:2116:23845:13002	0	2	2	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	0
M01896:2:000000000-A69JN:1:2118:18784:15419	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1107:8697:6131	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2116:13556:22449	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2104:20863:10981	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1
M01896:2:000000000-A69JN:1:1111:25031:17038	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
M01896:2:000000000-A69JN:1:1111:18525:18588	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0
M01896:2:000000000-A69JN:1:2105:14787:14328	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1108:8735:20276	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1107:3628:20149	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:14:000000000-A7ERE:1:1104:15336:21046	0	2	5	0	0	0	0	0	0	0	5	0	0	2	0	1	6	1	3	1
M01896:2:000000000-A69JN:1:1105:25419:13252	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	3	0
M01896:2:000000000-A69JN:1:1112:16371:18567	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2106:10015:1893	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	4	0
M01896:2:000000000-A69JN:1:2115:9834:17153	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0
M01896:2:000000000-A69JN:1:1110:10468:2446	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2104:10102:17725	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	6	2
M01896:2:000000000-A69JN:1:1108:14627:11644	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2104:27511:14560	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	0	8	0
