#OTU ID	PDD2.MID47-47.P2.apr13_ncdenovo	S1DD2.MID103-103.P2.nov13_ncdenovo	S1DD2.MID110-110.P4.jan14_ncdenovo	S1DD2.MID109-109.P2.jan14_ncdenovo	S1DD2.MID97-97.P2.dec13_ncdenovo	S1DD2.MID103-103.P2.nov13_otuclust	S1DD2.MID109-109.P2.jan14_otuclust	S1DD2.MID97-97.P2.dec13_otuclust	S1DD2.MID110-110.P4.jan14_otuclust	PDD2.MID47-47.P2.apr13_otuclust	S1DD2.MID110-110.P4.jan14_ncref	S1DD2.MID103-103.P2.nov13_ncref	S1DD2.MID97-97.P2.dec13_ncref	PDD2.MID47-47.P2.apr13_ncref	S1DD2.MID109-109.P2.jan14_ncref	S1DD2.MID109-109.P2.jan14	S1DD2.MID110-110.P4.jan14	PDD2.MID47-47.P2.apr13	S1DD2.MID97-97.P2.dec13	S1DD2.MID103-103.P2.nov13
M00595:42:000000000-A5J1T:1:1113:25756:21929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0
M01896:14:000000000-A7ERE:1:1104:15651:16638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	3	3
M00595:42:000000000-A5J1T:1:2115:15124:7816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	13	2	2
M01896:2:000000000-A69JN:1:1115:17559:10816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	1
M00595:42:000000000-A5J1T:1:2114:19464:11182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	10	1	1
M00595:42:000000000-A5J1T:1:1116:21308:5156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1
M01896:15:000000000-A7EN9:1:2101:22901:19637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	17	3	4
M01896:14:000000000-A7ERE:1:1105:22988:22148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:15:000000000-A7EN9:1:2115:12897:11581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	8	2	10
M01896:15:000000000-A7EN9:1:1112:25379:6572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:2:000000000-A69JN:1:2110:10502:4416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	1	5
M00595:42:000000000-A5J1T:1:1102:23068:22183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	9	1	2
M01896:14:000000000-A7ERE:1:2108:7743:2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
M01896:2:000000000-A69JN:1:1101:7533:23551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	4
M00595:42:000000000-A5J1T:1:2112:26164:14693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	1
M01896:14:000000000-A7ERE:1:1107:13753:23846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2
M01896:2:000000000-A69JN:1:2107:18251:19832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	8	0	2
M00595:42:000000000-A5J1T:1:2117:13723:8907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0
M00595:42:000000000-A5J1T:1:2115:15774:8453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	10	0	1
M01896:15:000000000-A7EN9:1:2106:23983:4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	1	4
M01896:2:000000000-A69JN:1:2115:23976:2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	7	1	6
M01896:14:000000000-A7ERE:1:1111:20897:11206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	0	0
M00595:42:000000000-A5J1T:1:1113:24971:12403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
M01896:2:000000000-A69JN:1:2101:10750:15253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	8
M01896:2:000000000-A69JN:1:1109:21152:6485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	18	1	2
M00595:42:000000000-A5J1T:1:1117:7587:20082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	1	0
M00595:42:000000000-A5J1T:1:1117:5210:16144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	0	2
M00595:42:000000000-A5J1T:1:1113:20988:16199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	0	2
M01896:14:000000000-A7ERE:1:2108:17563:2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	13	3	2
M01896:2:000000000-A69JN:1:2108:6273:19034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	21	9	19
M00595:42:000000000-A5J1T:1:2112:9091:6057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1
M01896:14:000000000-A7ERE:1:1118:23103:14234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	1
M01896:2:000000000-A69JN:1:2110:7156:11180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3
M01896:2:000000000-A69JN:1:2114:24247:6374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	2
M00595:42:000000000-A5J1T:1:2113:18641:15793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	7	1	3
M00595:42:000000000-A5J1T:1:1104:7953:7804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	11	3	3
M00595:42:000000000-A5J1T:1:1118:23985:8433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	3	1
M01896:14:000000000-A7ERE:1:1116:5972:16412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	20	5	4
M01896:2:000000000-A69JN:1:2107:7152:5484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	3
M01896:2:000000000-A69JN:1:2105:12306:5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	4
M00595:42:000000000-A5J1T:1:1106:17472:17872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	0	1
M01896:15:000000000-A7EN9:1:1109:17433:15641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0
M01896:2:000000000-A69JN:1:2105:24315:20184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	13	2	12
M01896:2:000000000-A69JN:1:2102:24456:10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	11	4	6
M01896:2:000000000-A69JN:1:2101:12019:15217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	19	7	14
M00595:42:000000000-A5J1T:1:1115:16055:20451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	0
M00595:42:000000000-A5J1T:1:1110:19401:19385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
M00595:42:000000000-A5J1T:1:1114:7885:8994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	5	3	1
M00595:42:000000000-A5J1T:1:1102:11033:16413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	2
M00595:54:000000000-A7CT0:1:2119:18289:17995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
M01896:2:000000000-A69JN:1:2108:7135:20808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	3
M00595:42:000000000-A5J1T:1:1102:17723:16892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	2	0
M01896:14:000000000-A7ERE:1:1118:16619:16724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	27	2	11
M01896:15:000000000-A7EN9:1:1111:14052:13270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	5	1	3
M00595:42:000000000-A5J1T:1:2103:21732:5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	0	2
M00595:42:000000000-A5J1T:1:1109:15093:5256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	11	7	10
M00595:54:000000000-A7CT0:1:1110:10776:6038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	10	3	4
M00595:42:000000000-A5J1T:1:1119:8264:14837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1
M01896:15:000000000-A7EN9:1:1111:23963:17404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	3	0	1
M01896:2:000000000-A69JN:1:2111:7730:17185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	15	0	7
M01896:2:000000000-A69JN:1:2117:28934:17356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2
M01896:14:000000000-A7ERE:1:2112:26774:19864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:2:000000000-A69JN:1:2105:26429:20585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	3
M00595:54:000000000-A7CT0:1:2116:13914:7315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M01896:15:000000000-A7EN9:1:1109:25041:21785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	11	3	3
M01896:2:000000000-A69JN:1:2110:11557:11590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3
M00595:42:000000000-A5J1T:1:2101:23390:4875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	8	0	1
M01896:15:000000000-A7EN9:1:1115:22119:16843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	1
M00595:42:000000000-A5J1T:1:2110:5443:18184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	7	5	4
M00595:42:000000000-A5J1T:1:1117:23262:7532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	3	1
M01896:2:000000000-A69JN:1:2115:26242:15631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	14	1	8
M01896:15:000000000-A7EN9:1:2111:18467:15393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	1
M01896:15:000000000-A7EN9:1:1105:6219:16219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0
M00595:54:000000000-A7CT0:1:1105:25782:18741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	6	5
M00595:42:000000000-A5J1T:1:1118:12710:9270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	14	3	3
M00595:42:000000000-A5J1T:1:2105:19381:20345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	2
M01896:2:000000000-A69JN:1:2113:18444:20384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	14	4	5
M00595:42:000000000-A5J1T:1:1108:17366:19672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	1	1
M00595:42:000000000-A5J1T:1:1108:16107:22374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	5	1
M01896:2:000000000-A69JN:1:1109:10283:24780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	2
M01896:15:000000000-A7EN9:1:1116:9556:6762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M00595:42:000000000-A5J1T:1:2119:14492:17081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	8	1	5
M01896:2:000000000-A69JN:1:2109:15588:7319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	9	1	1
M00595:42:000000000-A5J1T:1:1106:19040:2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	12	0	3
M00595:42:000000000-A5J1T:1:2111:25009:6087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	24	2	9
M01896:2:000000000-A69JN:1:2111:26193:19383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	8	0	3
M00595:54:000000000-A7CT0:1:1109:28620:14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
M01896:15:000000000-A7EN9:1:2105:23500:19305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	1
M01896:2:000000000-A69JN:1:2112:11621:24025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	2
M01896:14:000000000-A7ERE:1:2101:27387:10347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	2
M01896:14:000000000-A7ERE:1:2119:18383:11356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	9	2	4
M01896:15:000000000-A7EN9:1:2107:14839:12565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
M00595:54:000000000-A7CT0:1:2114:21476:12525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	2	0
M01896:2:000000000-A69JN:1:2111:7187:6525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2
M00595:42:000000000-A5J1T:1:2118:11392:10108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	1	2
M01896:15:000000000-A7EN9:1:2114:15958:17296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
M00595:42:000000000-A5J1T:1:1104:9864:12695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	2
M00595:42:000000000-A5J1T:1:1104:24239:17732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	2	7
M00595:42:000000000-A5J1T:1:1117:20195:22191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	20	1	11
M00595:42:000000000-A5J1T:1:1108:23090:13423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	3	1
M01896:15:000000000-A7EN9:1:1109:11385:3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0
M01896:15:000000000-A7EN9:1:2102:6931:4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
M01896:15:000000000-A7EN9:1:2116:7290:23093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	20	3	7
M01896:14:000000000-A7ERE:1:2109:10922:22076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0
M01896:2:000000000-A69JN:1:1118:16028:7466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	1	4
M01896:15:000000000-A7EN9:1:2119:10799:18733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	1	1
M01896:14:000000000-A7ERE:1:1102:6371:2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0
M00595:42:000000000-A5J1T:1:1103:14226:18520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
M00595:42:000000000-A5J1T:1:2113:12950:12262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	13	0	3
M01896:14:000000000-A7ERE:1:2103:12984:10620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	2
M01896:14:000000000-A7ERE:1:2115:5944:22487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
M00595:42:000000000-A5J1T:1:2111:19600:21067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	18	7	2
M01896:14:000000000-A7ERE:1:1112:29527:12253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	1	2
M01896:14:000000000-A7ERE:1:1112:10468:13043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	5
M00595:42:000000000-A5J1T:1:1112:26733:10009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1
M01896:14:000000000-A7ERE:1:1113:24216:6106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	3
M01896:14:000000000-A7ERE:1:1111:8472:10175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2
M00595:42:000000000-A5J1T:1:1102:15301:13006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	4	1
M01896:2:000000000-A69JN:1:1103:14345:24281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	3	5
M00595:42:000000000-A5J1T:1:1110:13983:7291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	1	1
M00595:42:000000000-A5J1T:1:2109:11948:13219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	16	1	2
M01896:14:000000000-A7ERE:1:2101:20901:18183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
M01896:14:000000000-A7ERE:1:2102:12087:10618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
M01896:14:000000000-A7ERE:1:2103:28451:12823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3
M01896:2:000000000-A69JN:1:2113:7793:13249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	5
M00595:42:000000000-A5J1T:1:1115:16203:15695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	7	1	4
M00595:54:000000000-A7CT0:1:2105:7915:11324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	1
M00595:42:000000000-A5J1T:1:2111:22367:10575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	3
M01896:15:000000000-A7EN9:1:1105:3466:12721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
M01896:14:000000000-A7ERE:1:2115:11757:12967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	2	5
M00595:42:000000000-A5J1T:1:1117:10251:19904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	2	0
M01896:2:000000000-A69JN:1:1104:14341:14109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	1	5
M01896:14:000000000-A7ERE:1:2112:15837:12640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2101:9189:14728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
M00595:42:000000000-A5J1T:1:2111:6417:15570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	0	2
M00595:42:000000000-A5J1T:1:1104:4118:15817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	3	0
M00595:42:000000000-A5J1T:1:2104:19825:6455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	3
M00595:42:000000000-A5J1T:1:2119:27108:15331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	5	0
M01896:2:000000000-A69JN:1:2103:6510:16773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5
M00595:42:000000000-A5J1T:1:2111:15366:17024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	12	0	4
M00595:42:000000000-A5J1T:1:2118:24623:3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	10	3	2
M01896:14:000000000-A7ERE:1:1113:9350:12267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
M01896:2:000000000-A69JN:1:1108:11626:15907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2
M00595:54:000000000-A7CT0:1:1110:16290:13519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2
M00595:42:000000000-A5J1T:1:1107:13732:4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1
M01896:15:000000000-A7EN9:1:1112:16815:10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	1
M00595:42:000000000-A5J1T:1:1107:17435:2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	1
M00595:42:000000000-A5J1T:1:2113:17524:3902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	1	5
M01896:15:000000000-A7EN9:1:1112:22207:19513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
M00595:42:000000000-A5J1T:1:2114:11248:3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	3
M00595:42:000000000-A5J1T:1:1106:18793:10806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0
M01896:2:000000000-A69JN:1:2105:19767:7222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	5
M00595:54:000000000-A7CT0:1:1101:10843:5962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	4	2
M00595:42:000000000-A5J1T:1:2105:10588:13443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2
M01896:15:000000000-A7EN9:1:2115:10549:12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	2	2
M01896:2:000000000-A69JN:1:2117:16410:24390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	4
M01896:2:000000000-A69JN:1:2115:16622:8058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	7
M00595:42:000000000-A5J1T:1:1107:18484:2587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	2	0
M00595:42:000000000-A5J1T:1:1104:13450:22715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	2
M01896:2:000000000-A69JN:1:2106:25190:4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
M00595:42:000000000-A5J1T:1:2112:21480:19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	2
M01896:15:000000000-A7EN9:1:2107:16776:4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	5	3
M01896:14:000000000-A7ERE:1:1102:6268:3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0
M01896:2:000000000-A69JN:1:2106:5189:11509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	1	8
M01896:14:000000000-A7ERE:1:1105:26767:11634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1105:15289:14657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	2
M00595:42:000000000-A5J1T:1:1112:13534:19858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	2
M00595:42:000000000-A5J1T:1:2114:13186:17123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	7
M01896:14:000000000-A7ERE:1:1116:23095:2479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	3	4
M01896:2:000000000-A69JN:1:2116:22478:5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2
M00595:42:000000000-A5J1T:1:2117:5164:10490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
M00595:42:000000000-A5J1T:1:2105:14121:22042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0
M00595:42:000000000-A5J1T:1:2110:12805:14589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
M00595:54:000000000-A7CT0:1:1115:15304:13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	3
M01896:14:000000000-A7ERE:1:1115:7452:23005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0
M00595:42:000000000-A5J1T:1:2119:14653:6618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1
M01896:14:000000000-A7ERE:1:1117:24378:6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1
M00595:54:000000000-A7CT0:1:2101:16604:11980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2
M01896:15:000000000-A7EN9:1:2111:17217:10732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0
M01896:2:000000000-A69JN:1:1116:16575:19866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1
M01896:15:000000000-A7EN9:1:2110:19417:6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	1
M00595:42:000000000-A5J1T:1:1117:12484:21018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0
M01896:14:000000000-A7ERE:1:2108:7387:2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0
M00595:42:000000000-A5J1T:1:2110:7839:15626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	1
M00595:42:000000000-A5J1T:1:1111:18461:17301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	1
M01896:2:000000000-A69JN:1:2103:27724:14295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	2
M01896:15:000000000-A7EN9:1:2108:6786:16487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0
M00595:42:000000000-A5J1T:1:2112:25173:5764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0
M01896:15:000000000-A7EN9:1:2107:12007:11543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1
M01896:2:000000000-A69JN:1:2114:20237:4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2
M01896:14:000000000-A7ERE:1:2118:23227:19997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M00595:42:000000000-A5J1T:1:1104:17566:13405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	1
M01896:2:000000000-A69JN:1:1109:10541:18765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
M01896:15:000000000-A7EN9:1:1103:17368:4217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M00595:42:000000000-A5J1T:1:1110:21328:19519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	3
M01896:2:000000000-A69JN:1:2101:15683:19386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	10
M00595:42:000000000-A5J1T:1:2104:13276:2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
M00595:42:000000000-A5J1T:1:2114:4780:12984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	1	1
M00595:42:000000000-A5J1T:1:2105:19674:7189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:54:000000000-A7CT0:1:2112:19801:7132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1
M00595:42:000000000-A5J1T:1:1104:18922:11193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0
M01896:14:000000000-A7ERE:1:1110:18846:17855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1
