#OTU ID	S1HB3xDD2.MID109-109.P4.jan14_ncdenovo	S1HB3xDD2.MID110-110.P2.jan14_ncdenovo	S1HB3xDD2.MID98-98.P2.dec13_ncdenovo	S1HB3xDD2.MID104-104.P2.nov13_ncdenovo	S1HB3xDD2.MID98-98.P2.dec13_otuclust	S1HB3xDD2.MID104-104.P2.nov13_otuclust	S1HB3xDD2.MID110-110.P2.jan14_otuclust	S1HB3xDD2.MID109-109.P4.jan14_otuclust	S1HB3xDD2.MID109-109.P4.jan14_ncref	S1HB3xDD2.MID104-104.P2.nov13_ncref	S1HB3xDD2.MID98-98.P2.dec13_ncref	S1HB3xDD2.MID110-110.P2.jan14_ncref	S1HB3xDD2.MID104-104.P2.nov13	S1HB3xDD2.MID109-109.P4.jan14	S1HB3xDD2.MID98-98.P2.dec13	S1HB3xDD2.MID110-110.P2.jan14	PDD2xHB3.MID47-48.P2.apr13_ncdenovo	PDD2xHB3.MID47-48.P2.apr13_otuclust	PDD2xHB3.MID47-48.P2.apr13_ncref	PDD2xHB3.MID47-48.P2.apr13
M00595:42:000000000-A5J1T:1:1109:23336:17647	80	24	14	37	0	0	0	0	80	37	14	24	38	87	14	29	32	0	32	32
M01896:2:000000000-A69JN:1:2115:21769:18986	81	22	7	15	0	0	0	0	81	15	7	22	19	108	10	25	27	0	27	35
M00595:54:000000000-A7CT0:1:1107:24083:11329	104	96	93	171	1	1	1	1	104	171	93	96	310	239	198	172	364	1	364	591
M00595:42:000000000-A5J1T:1:2116:13071:19218	124	68	92	187	1	1	1	1	124	187	92	68	357	271	194	173	336	1	336	654
M00595:54:000000000-A7CT0:1:1103:15693:9915	268	81	184	143	1	1	1	1	268	143	184	81	251	502	346	163	132	1	132	259
M01896:14:000000000-A7ERE:1:1105:17764:11178	155	67	85	153	1	1	1	1	155	153	85	67	311	354	172	143	177	1	177	316
M01896:2:000000000-A69JN:1:2110:9111:18940	67	27	13	42	0	0	0	0	67	42	13	27	42	68	13	27	40	0	40	40
M01896:14:000000000-A7ERE:1:1118:28109:19685	75	37	28	52	1	1	1	1	75	52	28	37	93	172	56	79	96	1	96	188
M00595:42:000000000-A5J1T:1:1114:15577:3460	68	19	13	34	0	0	0	0	68	34	13	19	33	78	14	26	37	0	37	37
M01896:14:000000000-A7ERE:1:1110:9532:2564	134	44	37	68	1	1	1	1	134	68	37	44	148	357	71	114	147	1	147	298
M00595:54:000000000-A7CT0:1:2103:18158:13513	102	72	83	190	1	1	1	1	102	190	83	72	364	288	215	160	100	1	100	226
M01896:14:000000000-A7ERE:1:2117:24550:5632	300	327	242	433	1	1	1	1	300	433	242	327	766	673	492	638	635	1	635	1101
M01896:2:000000000-A69JN:1:1105:25456:11004	46	27	8	19	0	0	0	0	46	19	8	27	19	47	8	27	41	0	41	41
M01896:14:000000000-A7ERE:1:2119:20537:21154	164	98	76	164	1	1	1	1	164	164	76	98	316	411	191	230	253	1	253	508
M01896:15:000000000-A7EN9:1:1101:13235:7788	73	52	48	98	1	1	1	1	73	98	48	52	209	172	121	111	147	1	147	287
M01896:14:000000000-A7ERE:1:2103:15285:8532	91	43	39	141	1	1	1	1	91	141	39	43	273	220	106	134	151	0	151	323
M01896:2:000000000-A69JN:1:2108:18795:15961	77	62	36	131	1	1	1	1	77	131	36	62	301	262	115	207	267	1	267	538
M01896:2:000000000-A69JN:1:2104:4940:11876	49	16	8	23	0	0	0	0	49	23	8	16	26	58	8	21	34	0	34	34
M01896:2:000000000-A69JN:1:1112:12742:6806	81	52	34	116	1	1	1	1	81	116	34	54	255	203	92	117	182	1	182	316
M00595:54:000000000-A7CT0:1:1118:9403:14996	89	114	60	165	1	1	1	1	89	165	60	114	302	212	131	207	240	1	240	461
M01896:2:000000000-A69JN:1:1115:9720:19000	40	8	0	5	0	0	0	0	40	5	0	8	5	40	1	8	11	0	11	11
M00595:54:000000000-A7CT0:1:2118:16062:14962	45	43	28	94	1	1	1	1	45	94	28	43	177	108	64	107	113	1	113	221
M01896:2:000000000-A69JN:1:2104:16463:13266	51	12	2	16	0	0	0	0	51	16	2	12	16	51	2	12	21	0	21	22
M01896:2:000000000-A69JN:1:2103:9014:21818	201	93	21	75	0	0	0	0	201	75	21	93	84	223	22	108	72	0	72	79
M01896:14:000000000-A7ERE:1:1110:4845:13367	46	33	33	82	1	1	1	1	46	82	33	33	177	126	81	96	96	1	96	233
M00595:54:000000000-A7CT0:1:1108:15227:11423	121	67	75	192	1	1	1	1	121	192	75	67	386	284	179	184	84	1	84	196
M00595:42:000000000-A5J1T:1:2113:17249:17301	91	25	11	45	1	1	1	1	91	45	11	25	79	201	32	47	119	1	119	225
M00595:54:000000000-A7CT0:1:2105:16671:23179	54	71	84	119	1	1	1	1	54	119	84	71	248	146	193	153	163	1	163	316
M01896:2:000000000-A69JN:1:2108:16928:8843	84	41	38	144	0	0	0	0	84	144	38	41	282	205	92	118	153	1	153	298
M00595:42:000000000-A5J1T:1:2112:13405:4392	79	45	50	77	1	1	1	1	79	77	50	45	177	195	129	122	131	1	131	276
M00595:42:000000000-A5J1T:1:2119:7483:12228	84	22	11	19	1	1	1	1	84	19	11	22	45	175	28	48	97	1	97	188
M01896:2:000000000-A69JN:1:1102:24823:6851	331	199	383	393	1	1	1	1	331	393	383	199	678	610	651	413	325	1	325	525
M01896:2:000000000-A69JN:1:2112:24774:19664	45	19	6	28	0	0	0	0	45	28	6	19	29	53	6	20	32	0	32	32
M01896:15:000000000-A7EN9:1:1112:8882:18262	144	42	23	55	0	0	0	0	144	55	23	42	59	151	24	46	49	0	49	52
M01896:2:000000000-A69JN:1:2117:12019:9454	160	57	23	59	0	0	0	0	160	59	23	57	59	162	23	57	49	0	49	50
M01896:2:000000000-A69JN:1:1111:9427:22568	166	45	22	58	0	0	0	0	166	58	22	45	60	175	22	55	57	0	57	59
M01896:15:000000000-A7EN9:1:1108:21573:19530	390	399	330	621	1	1	1	1	390	621	330	399	1152	938	742	880	565	1	565	1036
M01896:2:000000000-A69JN:1:2106:22046:6896	227	200	194	296	1	1	1	1	227	296	194	200	549	454	395	375	567	1	567	949
M00595:42:000000000-A5J1T:1:2109:25828:5457	217	206	159	347	1	1	1	1	217	347	159	206	649	574	327	474	516	1	516	943
M00595:42:000000000-A5J1T:1:2103:20766:3210	196	235	216	341	1	1	1	1	196	341	216	235	619	501	440	477	715	1	715	1241
M01896:15:000000000-A7EN9:1:1114:22486:19273	60	27	41	45	1	1	1	1	60	45	41	27	103	124	92	59	106	1	106	203
M01896:2:000000000-A69JN:1:2115:15547:22722	116	41	18	38	0	0	0	0	116	38	18	41	39	118	20	41	50	0	50	51
M01896:15:000000000-A7EN9:1:2103:13097:2897	126	50	11	33	0	0	0	0	126	33	11	52	34	127	13	55	56	0	56	56
M00595:42:000000000-A5J1T:1:1115:16610:6939	81	67	91	205	1	1	1	1	81	205	91	67	471	222	250	237	303	1	303	609
M00595:54:000000000-A7CT0:1:1117:24860:5355	36	16	5	25	0	0	0	0	36	25	5	16	25	36	5	16	6	0	6	4
M01896:15:000000000-A7EN9:1:2114:5816:14728	158	119	200	261	1	1	1	1	158	261	202	119	509	410	423	269	193	1	193	404
M00595:42:000000000-A5J1T:1:1110:9245:13663	41	11	0	3	0	0	0	0	41	3	0	11	4	62	2	15	8	0	8	13
M01896:2:000000000-A69JN:1:2102:14002:15481	44	52	69	116	1	1	1	1	44	116	69	52	263	153	162	137	192	1	192	390
M01896:14:000000000-A7ERE:1:1109:16987:11794	46	44	0	73	0	0	0	0	46	73	27	44	155	146	90	114	72	0	72	190
M00595:42:000000000-A5J1T:1:1102:27999:19813	168	168	110	343	1	1	1	1	168	343	110	168	645	432	279	376	456	1	456	863
M01896:15:000000000-A7EN9:1:1113:19402:4774	217	154	140	293	1	1	1	1	217	293	140	154	521	489	303	340	511	1	511	921
	34	27	12	41	2	2	2	3	32	41	12	27	74	87	35	62	123	3	121	247
M00595:42:000000000-A5J1T:1:2114:12799:15301	16	11	0	10	0	0	0	0	16	10	0	11	13	20	3	17	10	0	10	11
M00595:42:000000000-A5J1T:1:2113:17247:23378	63	66	20	96	1	1	1	1	63	96	20	66	180	151	41	145	135	1	135	258
M01896:14:000000000-A7ERE:1:2118:21973:2710	35	17	7	23	1	1	1	1	35	23	7	17	35	74	21	28	67	1	67	125
M00595:42:000000000-A5J1T:1:1111:20695:14539	306	338	219	533	1	1	1	1	306	533	219	338	926	716	459	628	993	1	993	1604
M01896:15:000000000-A7EN9:1:1104:6658:20006	36	8	24	19	1	1	1	1	36	19	24	8	40	83	50	24	36	1	36	81
M01896:2:000000000-A69JN:1:1107:18770:23171	45	23	23	92	1	1	1	1	45	92	23	23	183	106	49	72	93	1	93	205
M00595:42:000000000-A5J1T:1:1116:17374:4600	128	138	107	282	1	1	1	1	128	282	107	138	567	386	254	324	371	1	371	734
M00595:42:000000000-A5J1T:1:2113:24314:19403	26	8	4	10	1	1	1	1	26	10	4	8	24	41	9	16	80	1	80	159
M00595:54:000000000-A7CT0:1:2105:12848:14811	79	45	78	139	0	0	0	0	79	139	78	45	246	194	189	136	80	0	80	178
M00595:42:000000000-A5J1T:1:1104:20455:11573	36	45	21	98	1	1	1	1	36	98	21	45	224	112	67	112	101	1	101	212
M01896:14:000000000-A7ERE:1:1103:14337:9938	228	110	234	228	1	1	1	1	228	228	234	110	423	548	444	243	245	1	245	454
M00595:54:000000000-A7CT0:1:1118:10244:10451	167	187	124	264	1	1	1	1	167	264	124	187	510	438	274	415	535	1	535	951
M00595:42:000000000-A5J1T:1:1110:5566:15877	22	4	7	15	0	0	0	0	22	15	7	4	22	31	7	11	23	0	23	30
M01896:2:000000000-A69JN:1:1114:7859:11051	160	139	196	329	1	1	1	1	160	329	196	139	604	450	403	336	245	1	245	468
M01896:2:000000000-A69JN:1:2104:9571:19935	35	8	3	11	0	0	0	0	35	11	3	8	12	38	3	11	10	0	10	10
M01896:14:000000000-A7ERE:1:2116:14406:5530	34	40	26	100	1	1	1	1	34	100	26	40	256	121	95	110	154	1	154	366
M01896:15:000000000-A7EN9:1:2118:16165:13253	242	260	179	349	1	1	1	1	242	349	179	260	568	556	341	483	559	1	559	910
M00595:42:000000000-A5J1T:1:1117:20381:8751	23	31	39	123	1	1	1	1	23	123	39	31	301	101	104	104	200	1	200	462
M01896:15:000000000-A7EN9:1:1111:21817:2894	26	2	3	8	1	1	1	1	26	8	0	2	20	51	17	12	31	1	31	75
M01896:2:000000000-A69JN:1:2119:17039:6983	21	14	12	52	1	1	1	1	21	52	12	14	159	66	34	43	134	1	134	328
M01896:14:000000000-A7ERE:1:2103:2179:10464	26	9	7	23	0	0	0	0	26	23	7	9	24	26	7	9	14	0	14	14
M00595:42:000000000-A5J1T:1:1114:26399:7767	26	17	10	68	1	1	1	1	26	68	10	17	190	72	24	67	104	1	104	248
M01896:14:000000000-A7ERE:1:1110:5232:11002	26	31	30	103	1	1	1	1	26	103	30	31	262	99	99	82	73	1	73	165
M01896:2:000000000-A69JN:1:1104:16971:2021	198	160	271	404	1	1	1	1	198	404	271	160	699	413	559	310	165	1	165	309
M01896:15:000000000-A7EN9:1:1103:10342:5497	18	5	0	0	0	0	0	0	18	0	0	5	1	28	1	7	0	0	0	1
M01896:14:000000000-A7ERE:1:2112:5244:4021	121	32	15	37	0	0	0	0	121	37	15	32	39	126	15	37	40	0	40	41
M00595:42:000000000-A5J1T:1:2110:16339:5836	237	176	182	318	1	1	1	1	237	318	182	176	530	552	371	354	314	1	314	568
M01896:14:000000000-A7ERE:1:1106:13389:17406	37	47	20	83	1	1	1	1	37	83	20	47	174	92	59	106	51	1	51	104
M01896:14:000000000-A7ERE:1:2113:13542:19521	95	59	50	163	1	1	1	1	95	163	50	59	388	348	162	164	85	1	85	205
M00595:54:000000000-A7CT0:1:2105:25675:11224	26	6	0	7	0	0	0	0	26	7	0	6	8	27	1	6	9	0	9	9
M00595:42:000000000-A5J1T:1:1110:20185:15602	9	8	0	8	0	1	1	1	9	8	0	8	18	33	7	15	37	1	37	73
M01896:14:000000000-A7ERE:1:1116:25596:10561	6	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2117:5508:20163	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1107:24545:2947	11	5	0	6	0	0	0	0	11	6	0	5	17	26	11	12	10	0	10	18
M00595:42:000000000-A5J1T:1:1108:26505:17224	7	2	2	12	1	1	1	1	7	12	2	2	20	31	4	11	10	1	10	30
M01896:15:000000000-A7EN9:1:1112:11551:10293	153	184	127	294	1	1	1	1	153	294	127	184	548	321	259	378	367	1	367	699
M01896:14:000000000-A7ERE:1:2106:23521:12574	120	23	18	27	0	0	0	0	120	27	18	23	27	122	18	24	24	0	24	24
M00595:42:000000000-A5J1T:1:2111:12021:18547	9	0	0	14	0	0	0	0	9	14	0	0	23	30	2	8	15	0	15	23
M01896:2:000000000-A69JN:1:1112:11024:9056	5	2	0	11	0	0	0	0	5	11	0	2	11	6	1	2	12	0	12	12
M01896:14:000000000-A7ERE:1:1110:23623:19485	36	33	26	81	0	0	0	0	36	81	26	33	152	120	75	94	94	0	94	214
M01896:2:000000000-A69JN:1:1106:20810:10319	8	0	0	2	0	0	0	0	8	2	0	0	3	8	0	1	0	0	0	0
M00595:42:000000000-A5J1T:1:1118:8409:18542	117	19	15	30	0	0	0	0	117	30	15	19	160	333	62	131	6	0	6	79
M01896:14:000000000-A7ERE:1:1108:14276:7069	3	0	0	0	0	0	0	0	3	0	0	0	3	5	1	2	0	0	0	1
M01896:15:000000000-A7EN9:1:1104:10096:24176	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1108:14279:16472	3	2	0	2	0	0	0	0	3	2	0	2	2	7	0	3	0	0	0	2
M01896:2:000000000-A69JN:1:2105:24389:5116	5	0	0	3	0	0	0	0	5	3	0	0	7	14	3	2	0	0	0	4
M00595:42:000000000-A5J1T:1:2118:16355:2810	3	0	2	0	0	0	0	0	3	0	0	0	12	15	5	7	5	0	5	10
M00595:42:000000000-A5J1T:1:2110:11734:7655	3	0	0	0	0	0	0	1	3	0	0	0	2	9	1	1	5	1	5	7
M01896:15:000000000-A7EN9:1:2107:19370:7100	3	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	1
M00595:42:000000000-A5J1T:1:1104:23360:23235	3	0	0	0	0	0	0	0	3	0	0	0	4	1	3	3	3	0	3	4
M01896:14:000000000-A7ERE:1:2104:9565:21767	3	0	0	0	0	0	0	0	3	0	0	0	1	5	4	0	0	0	0	1
M01896:2:000000000-A69JN:1:1109:10342:14616	3	0	0	2	0	0	0	0	3	2	0	0	2	4	1	1	0	0	0	0
M01896:15:000000000-A7EN9:1:1114:9175:23783	5	7	0	2	0	0	0	0	5	2	0	7	3	15	0	12	2	0	2	2
M01896:2:000000000-A69JN:1:1112:27893:10271	3	0	0	2	0	0	0	0	3	2	0	0	2	3	0	1	0	0	0	0
M01896:14:000000000-A7ERE:1:1114:20668:21567	3	0	0	0	0	0	0	0	3	0	0	0	1	6	1	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1104:6578:20525	2	2	2	0	0	0	0	0	2	0	2	2	0	3	2	3	0	0	0	1
M01896:14:000000000-A7ERE:1:1110:4971:19109	2	0	0	0	0	0	0	0	2	0	0	0	2	7	4	1	0	0	2	3
M01896:15:000000000-A7EN9:1:2102:18634:19616	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:1116:4953:14819	2	0	0	0	0	0	0	0	2	0	0	0	2	2	1	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2103:17276:4650	2	6	0	0	0	0	0	0	2	0	0	6	1	10	0	11	0	0	0	0
M01896:15:000000000-A7EN9:1:2102:9707:3683	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:1113:20010:20353	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1114:17776:14372	2	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0
M00595:42:000000000-A5J1T:1:2112:14716:4246	6	4	8	9	0	0	0	0	6	9	8	4	68	52	63	44	2	0	2	46
M01896:15:000000000-A7EN9:1:2108:20063:9927	2	0	0	0	0	0	0	0	2	0	0	0	0	6	1	3	0	0	0	0
M01896:15:000000000-A7EN9:1:2103:25726:14204	2	0	0	0	0	0	0	0	2	0	0	0	0	4	0	1	0	0	0	0
M00595:42:000000000-A5J1T:1:2102:16890:21873	6	4	0	3	0	0	0	0	6	3	0	4	14	8	2	12	8	0	8	18
M01896:15:000000000-A7EN9:1:2117:23579:23844	2	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2109:8264:11431	2	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2116:26358:15458	2	2	0	0	0	0	0	0	2	0	0	2	1	3	2	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2118:24463:19256	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2112:18134:20880	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2115:21956:5447	6	0	0	0	0	0	0	0	6	0	0	0	0	12	0	2	0	0	0	1
M01896:15:000000000-A7EN9:1:1112:6927:17664	4	0	0	0	0	0	0	0	4	0	0	0	4	6	1	1	0	0	0	2
M01896:15:000000000-A7EN9:1:1107:4691:21481	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1106:16612:20283	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1105:15910:20217	2	0	0	0	0	0	0	0	2	0	0	0	4	5	2	2	0	0	0	2
M01896:2:000000000-A69JN:1:2117:24530:16858	2	4	2	25	1	1	1	1	2	25	2	4	101	23	13	24	58	1	58	119
M01896:14:000000000-A7ERE:1:1117:18218:22369	2	0	0	4	0	0	0	0	2	4	0	0	8	9	3	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1113:21954:5886	2	2	0	0	0	0	0	0	2	0	0	2	4	20	2	11	0	0	0	8
M01896:15:000000000-A7EN9:1:2106:12480:10033	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:1113:19273:16794	2	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	0	0	0	0
M01896:15:000000000-A7EN9:1:1103:27266:6276	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2117:6158:21813	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M00595:42:000000000-A5J1T:1:1107:14691:14948	4	0	0	2	0	0	0	0	4	2	0	0	3	9	3	7	2	0	2	5
M01896:15:000000000-A7EN9:1:1112:20345:7376	2	0	0	0	0	0	0	0	2	0	0	0	2	7	0	0	0	0	0	2
M01896:14:000000000-A7ERE:1:2117:16227:13619	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2114:9777:9509	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2108:23824:12624	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2104:2709:14624	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2103:13780:5262	2	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2106:18657:22743	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2117:23081:3997	4	2	0	0	0	0	0	0	4	0	0	2	0	7	0	5	0	0	0	2
M01896:14:000000000-A7ERE:1:2101:17708:6996	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0
M01896:14:000000000-A7ERE:1:2105:5070:19166	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2106:5053:8386	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
M01896:2:000000000-A69JN:1:1113:5542:18182	2	0	0	2	0	0	0	0	2	0	0	0	5	4	3	2	0	0	0	0
M01896:2:000000000-A69JN:1:2104:16505:16006	2	0	0	3	0	0	0	0	2	3	0	0	6	5	2	2	0	0	0	3
M01896:15:000000000-A7EN9:1:1107:23596:15721	2	0	0	0	0	0	0	0	2	0	0	0	3	2	1	4	0	0	0	1
M01896:15:000000000-A7EN9:1:2106:24307:13978	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1107:25310:14231	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2105:15996:4759	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2116:18493:19771	2	0	0	2	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2108:6529:16141	2	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0
M00595:42:000000000-A5J1T:1:2114:20735:4739	4	9	0	2	0	0	0	0	4	0	0	9	5	14	2	15	2	0	2	8
M01896:14:000000000-A7ERE:1:2119:15598:6963	2	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	2	0	2	2
M01896:2:000000000-A69JN:1:1104:12080:22619	2	0	0	2	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1111:26231:18246	2	0	0	4	0	0	0	0	2	4	0	0	6	3	1	0	2	0	2	3
M01896:15:000000000-A7EN9:1:1113:22391:8951	2	0	0	0	0	0	0	0	2	0	0	0	2	3	1	1	0	0	0	2
M01896:14:000000000-A7ERE:1:2110:12201:16886	2	0	0	0	0	0	0	0	2	0	0	0	0	3	1	1	0	0	0	0
M01896:15:000000000-A7EN9:1:2112:3151:1039	6	2	0	0	0	0	0	0	6	0	0	2	1	16	0	7	0	0	0	0
M01896:15:000000000-A7EN9:1:2106:2420:13642	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1112:18550:10468	2	0	2	2	0	0	0	0	2	2	2	0	7	6	5	6	0	0	0	2
M01896:15:000000000-A7EN9:1:1114:4452:14250	4	0	0	3	0	0	0	0	4	3	0	0	4	7	0	3	0	0	0	2
M00595:42:000000000-A5J1T:1:1103:18939:11115	2	0	0	0	0	1	0	1	2	0	0	0	40	11	5	4	28	1	30	128
M01896:15:000000000-A7EN9:1:1116:2386:13749	2	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0
