#OTU ID	S1HB3xDD2.MID109-109.P4.jan14_ncdenovo	S1HB3xDD2.MID110-110.P2.jan14_ncdenovo	S1HB3xDD2.MID98-98.P2.dec13_ncdenovo	S1HB3xDD2.MID104-104.P2.nov13_ncdenovo	S1HB3xDD2.MID98-98.P2.dec13_otuclust	S1HB3xDD2.MID104-104.P2.nov13_otuclust	S1HB3xDD2.MID110-110.P2.jan14_otuclust	S1HB3xDD2.MID109-109.P4.jan14_otuclust	S1HB3xDD2.MID109-109.P4.jan14_ncref	S1HB3xDD2.MID104-104.P2.nov13_ncref	S1HB3xDD2.MID98-98.P2.dec13_ncref	S1HB3xDD2.MID110-110.P2.jan14_ncref	S1HB3xDD2.MID104-104.P2.nov13	S1HB3xDD2.MID109-109.P4.jan14	S1HB3xDD2.MID98-98.P2.dec13	S1HB3xDD2.MID110-110.P2.jan14	PDD2xHB3.MID47-48.P2.apr13_ncdenovo	PDD2xHB3.MID47-48.P2.apr13_otuclust	PDD2xHB3.MID47-48.P2.apr13_ncref	PDD2xHB3.MID47-48.P2.apr13
M00595:54:000000000-A7CT0:1:1108:15227:11423	132	69	77	200	1	1	1	1	132	200	75	69	431	343	198	210	84	1	84	215
M00595:42:000000000-A5J1T:1:2113:17249:17301	93	25	11	45	1	1	1	1	93	45	11	25	83	218	35	48	121	1	121	238
M00595:54:000000000-A7CT0:1:1118:9403:14996	89	114	60	171	1	1	1	1	89	171	60	114	323	237	136	222	240	1	240	486
M01896:2:000000000-A69JN:1:1112:12742:6806	81	56	34	118	1	1	1	1	81	118	34	58	281	223	102	129	182	1	182	337
M00595:54:000000000-A7CT0:1:2118:16062:14962	47	45	28	98	1	1	1	1	47	98	28	45	193	120	68	121	113	1	113	233
M00595:42:000000000-A5J1T:1:2119:7483:12228	84	22	11	19	1	1	1	1	84	21	11	22	50	186	32	50	97	1	97	195
M00595:54:000000000-A7CT0:1:2105:16671:23179	54	71	84	127	1	1	1	1	54	127	84	71	262	156	204	158	163	1	163	336
M00595:42:000000000-A5J1T:1:2112:13405:4392	81	45	50	79	1	1	1	1	79	79	50	45	203	226	145	137	131	1	131	297
M01896:14:000000000-A7ERE:1:1110:4845:13367	81	41	36	99	1	1	1	1	81	101	36	41	218	178	88	118	106	1	106	256
M01896:14:000000000-A7ERE:1:1109:16987:11794	76	50	0	87	0	0	0	0	76	87	27	50	179	196	107	130	83	0	81	214
M01896:2:000000000-A69JN:1:2102:14002:15481	70	61	76	141	1	1	1	1	70	141	76	61	315	192	179	153	208	1	208	426
M00595:42:000000000-A5J1T:1:1115:16610:6939	81	67	93	211	1	1	1	1	81	211	93	67	593	272	302	287	301	1	301	681
M01896:14:000000000-A7ERE:1:1110:23623:19485	52	44	26	95	0	0	0	0	52	95	26	44	181	153	85	123	104	0	104	238
M01896:14:000000000-A7ERE:1:1106:13389:17406	37	47	25	83	1	1	1	1	43	89	22	53	197	111	74	125	51	1	51	112
M00595:54:000000000-A7CT0:1:1118:10244:10451	253	214	132	295	1	1	1	1	253	295	132	214	594	583	318	475	587	1	587	1069
M00595:42:000000000-A5J1T:1:2113:17247:23378	63	66	20	96	1	1	1	1	63	96	20	66	196	167	42	156	137	1	137	277
M01896:15:000000000-A7EN9:1:1114:22486:19273	60	29	41	47	1	1	1	1	60	47	41	29	114	127	94	62	106	1	106	214
M01896:2:000000000-A69JN:1:1116:27833:12295	691	337	562	547	1	0	0	0	691	547	562	337	1015	1514	1162	706	521	1	521	1008
M00595:42:000000000-A5J1T:1:1104:20455:11573	36	45	21	102	1	1	1	1	36	102	21	45	255	124	77	118	105	1	105	228
M01896:14:000000000-A7ERE:1:2118:21973:2710	37	17	9	23	1	1	1	1	37	23	9	17	37	79	24	32	67	1	67	133
M01896:15:000000000-A7EN9:1:1104:6658:20006	36	8	24	19	1	1	1	1	36	19	24	8	45	85	55	25	36	1	38	86
M01896:15:000000000-A7EN9:1:1112:13650:24235	491	379	306	555	1	1	1	1	491	553	304	376	1048	1138	741	855	441	1	441	868
	34	29	12	41	2	2	2	3	32	41	12	29	81	99	39	69	123	3	121	257
M00595:42:000000000-A5J1T:1:2113:24314:19403	26	8	4	10	1	1	1	1	26	10	4	8	24	45	10	16	80	1	80	169
M01896:15:000000000-A7EN9:1:1111:21817:2894	26	2	3	8	1	1	1	1	26	8	0	2	24	56	17	12	31	1	31	82
M01896:2:000000000-A69JN:1:1107:18770:23171	45	23	25	94	1	1	1	1	45	94	23	23	196	113	58	75	93	1	93	213
M01896:14:000000000-A7ERE:1:1110:5232:11002	26	31	30	105	1	1	1	1	26	105	30	31	312	125	129	99	73	1	73	183
M01896:14:000000000-A7ERE:1:2117:24550:5632	446	369	265	494	1	1	1	1	446	494	265	369	857	879	546	711	684	1	684	1185
M00595:42:000000000-A5J1T:1:1117:20381:8751	47	35	46	142	1	1	1	1	47	142	46	35	391	194	149	156	225	1	225	564
M01896:14:000000000-A7ERE:1:1103:14337:9938	348	133	254	259	1	1	1	1	350	261	262	133	475	734	513	285	273	1	276	510
M01896:14:000000000-A7ERE:1:2116:14406:5530	39	42	28	117	1	1	1	1	39	117	28	42	345	191	129	139	170	1	170	447
M01896:2:000000000-A69JN:1:2119:17039:6983	21	14	12	52	1	1	1	1	21	52	12	14	173	77	35	47	134	1	134	346
M01896:2:000000000-A69JN:1:1104:16971:2021	209	164	271	414	1	1	1	1	209	414	271	162	759	452	614	341	170	1	168	328
M00595:42:000000000-A5J1T:1:1114:26399:7767	37	17	10	88	1	1	1	1	37	88	10	17	268	136	32	97	119	1	119	302
M01896:14:000000000-A7ERE:1:1116:25596:10561	6	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
M00595:42:000000000-A5J1T:1:1110:20185:15602	9	8	0	8	0	1	1	1	9	8	0	8	20	35	7	15	37	1	37	75
M01896:14:000000000-A7ERE:1:2117:5508:20163	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M00595:42:000000000-A5J1T:1:2109:25828:5457	337	247	181	389	1	1	1	1	337	389	181	247	739	739	378	552	569	1	569	1038
M00595:42:000000000-A5J1T:1:1111:23382:14526	480	343	266	437	1	1	1	1	480	437	266	343	931	1097	616	751	552	1	555	1038
M00595:42:000000000-A5J1T:1:2110:16339:5836	360	208	201	357	1	1	1	1	360	357	201	208	594	738	417	408	354	1	354	632
M01896:15:000000000-A7EN9:1:1113:14016:24590	426	346	209	600	1	1	1	1	426	600	209	348	1119	997	481	765	1160	1	1160	1955
M00595:42:000000000-A5J1T:1:1108:26505:17224	7	2	2	12	1	1	1	1	7	12	2	2	22	32	5	11	10	1	10	30
M00595:42:000000000-A5J1T:1:2103:20766:3210	303	287	233	381	1	1	1	1	303	381	233	287	704	653	488	580	792	1	792	1380
M01896:15:000000000-A7EN9:1:1108:21573:19530	559	466	355	684	1	1	1	1	559	684	353	466	1318	1238	825	1029	621	1	621	1135
M01896:2:000000000-A69JN:1:1102:24823:6851	333	201	389	403	1	1	1	1	333	403	389	201	734	668	709	439	325	1	325	565
M01896:15:000000000-A7EN9:1:2118:16165:13253	380	312	190	382	1	1	1	1	380	382	190	314	633	741	376	567	615	1	615	1011
M00595:42:000000000-A5J1T:1:2110:11734:7655	3	0	0	0	0	0	0	1	3	0	0	0	3	14	1	1	5	1	5	9
M01896:15:000000000-A7EN9:1:1112:11551:10293	155	192	131	298	1	1	1	1	155	300	131	192	587	349	280	403	367	1	367	736
M01896:14:000000000-A7ERE:1:1110:4971:19109	2	0	0	0	0	0	0	0	2	0	0	0	2	10	5	1	0	0	2	5
M01896:15:000000000-A7EN9:1:2118:24463:19256	4	0	0	0	0	0	0	0	2	0	0	0	2	13	2	3	0	0	0	1
M01896:14:000000000-A7ERE:1:2112:18134:20880	2	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2117:24530:16858	2	4	2	25	1	1	1	1	2	25	2	4	112	30	14	24	58	1	58	130
M01896:14:000000000-A7ERE:1:2117:16227:13619	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2114:9777:9509	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2104:2709:14624	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2101:17708:6996	2	0	0	0	0	0	0	0	0	0	0	0	5	10	4	1	0	0	0	2
M01896:15:000000000-A7EN9:1:2106:5053:8386	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0
M01896:15:000000000-A7EN9:1:2106:24307:13978	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:1105:23592:16848	4	2	0	4	0	0	0	0	4	4	0	2	22	46	9	32	2	0	2	30
M01896:15:000000000-A7EN9:1:1116:2386:13749	2	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:1110:20209:8310	2	0	0	0	0	0	0	1	2	0	0	0	1	3	1	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2117:27003:11731	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2115:22559:13870	2	0	0	0	0	0	0	0	0	0	0	0	4	3	1	8	0	0	0	2
M01896:15:000000000-A7EN9:1:2119:4827:18486	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M00595:42:000000000-A5J1T:1:1103:18939:11115	2	0	0	0	0	1	0	1	2	2	0	0	57	20	10	9	28	1	30	133
M01896:15:000000000-A7EN9:1:2102:15689:12212	2	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1116:12951:23170	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2104:22033:17809	2	0	0	2	0	1	0	1	2	2	0	0	4	8	1	1	0	0	0	3
M01896:14:000000000-A7ERE:1:1106:14016:20450	0	52	0	0	0	0	0	0	0	0	0	52	0	0	0	1	0	0	0	0
M01896:15:000000000-A7EN9:1:1116:14346:17316	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0
M01896:2:000000000-A69JN:1:2104:9373:4387	0	5	2	39	0	1	1	0	0	39	0	5	141	29	17	39	104	1	104	320
M01896:14:000000000-A7ERE:1:2104:11895:13629	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:1115:5312:11059	0	2	0	5	0	0	0	0	0	5	0	2	8	1	2	2	4	0	4	4
M01896:14:000000000-A7ERE:1:2104:7378:19346	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2114:17975:11484	0	2	0	0	0	0	0	0	0	0	2	4	7	6	10	10	0	0	0	4
M00595:54:000000000-A7CT0:1:2110:16078:10608	0	2	0	0	0	0	0	0	5	0	7	0	6	15	12	5	0	0	0	2
M01896:15:000000000-A7EN9:1:1111:21101:4169	0	2	0	0	0	0	1	0	0	0	0	2	2	3	1	2	0	0	0	0
M00595:54:000000000-A7CT0:1:2114:15822:9346	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M00595:54:000000000-A7CT0:1:1106:13527:20163	0	0	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0
M00595:54:000000000-A7CT0:1:2101:12683:9582	0	0	2	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1
M00595:54:000000000-A7CT0:1:2108:17232:4192	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
M00595:54:000000000-A7CT0:1:2103:13696:5801	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M00595:54:000000000-A7CT0:1:1119:20997:23111	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M00595:54:000000000-A7CT0:1:1109:12825:7941	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
M00595:54:000000000-A7CT0:1:2103:24399:13825	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0
M00595:54:000000000-A7CT0:1:1113:16567:17811	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
M00595:54:000000000-A7CT0:1:2103:19304:22809	0	0	2	0	1	0	1	0	0	0	0	2	3	2	3	3	0	0	0	3
M00595:54:000000000-A7CT0:1:2106:16379:11365	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
M01896:2:000000000-A69JN:1:2118:25569:10939	0	0	0	16	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2109:23076:11450	0	0	0	9	0	1	0	0	0	9	0	0	49	8	3	5	22	1	24	79
M01896:2:000000000-A69JN:1:2104:25852:5060	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2104:11957:6559	0	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2106:17919:14063	0	0	0	3	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2117:19720:13019	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2118:17884:22337	0	0	0	2	0	0	0	0	0	0	0	0	3	2	0	5	0	0	0	3
M01896:2:000000000-A69JN:1:1111:9385:12610	0	0	0	2	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2115:5468:11757	0	0	0	2	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2103:20913:6174	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2109:21385:9470	0	0	0	2	0	0	0	0	5	2	0	0	3	5	1	2	0	0	0	1
M01896:2:000000000-A69JN:1:1117:24637:12586	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2109:29242:12888	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2102:6393:16406	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1
M01896:2:000000000-A69JN:1:2109:22751:20157	0	0	0	2	0	0	0	0	0	2	0	0	3	0	2	2	0	0	0	0
M01896:2:000000000-A69JN:1:1118:7485:20110	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2103:16572:20990	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2112:15613:10848	0	0	0	2	0	1	0	0	0	2	0	0	3	1	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2101:17039:16902	0	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1103:8461:11857	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2107:28403:15741	0	0	0	4	0	0	0	0	0	4	0	0	6	1	1	1	2	0	2	2
M01896:2:000000000-A69JN:1:2105:27131:7723	0	0	0	2	0	0	0	0	0	2	0	0	3	1	1	0	0	0	0	0
M01896:2:000000000-A69JN:1:1113:5655:17115	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1107:7606:22080	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2110:22330:22168	0	0	0	2	0	0	0	0	0	2	0	0	8	2	0	2	0	0	0	2
M00595:54:000000000-A7CT0:1:1105:12078:17535	0	0	0	0	1	0	0	0	0	0	0	0	1	5	6	3	0	0	0	0
M01896:2:000000000-A69JN:1:1113:8556:9092	0	0	0	0	0	1	0	0	0	9	0	0	18	11	4	7	0	0	0	2
M01896:15:000000000-A7EN9:1:1108:6018:4791	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2106:6647:19754	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2107:21242:18110	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1115:17155:18093	0	0	0	0	0	0	0	0	9	7	2	0	16	30	12	17	0	0	0	3
M01896:14:000000000-A7ERE:1:1101:3358:9555	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	1
M01896:15:000000000-A7EN9:1:1118:16534:12954	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2118:27917:9324	0	0	0	0	0	0	0	0	4	0	0	0	3	9	0	3	0	0	0	2
M01896:15:000000000-A7EN9:1:2110:26060:3973	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0
M01896:14:000000000-A7ERE:1:1115:17997:6162	0	0	0	0	0	0	0	0	2	0	0	0	2	10	1	2	0	0	0	1
M01896:14:000000000-A7ERE:1:2105:12480:13473	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2104:18630:24747	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2114:23418:7631	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1
M01896:15:000000000-A7EN9:1:2109:21907:23438	0	0	0	0	0	0	0	0	2	0	0	0	2	5	1	1	0	0	0	0
M01896:2:000000000-A69JN:1:1109:9549:19418	0	0	0	0	0	0	0	0	2	0	0	0	7	8	2	5	0	0	0	0
M01896:14:000000000-A7ERE:1:2110:16562:10777	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2104:17491:20769	0	0	0	0	0	0	0	0	2	0	0	0	4	6	3	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1110:14678:21248	0	0	0	0	0	0	0	0	4	0	0	0	3	5	3	0	0	0	0	1
M01896:15:000000000-A7EN9:1:1104:9498:3739	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:1114:19738:8364	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2108:26106:6738	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2105:14516:16369	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2104:20538:9136	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2113:22581:5902	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:14:000000000-A7ERE:1:2113:5004:17205	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2105:11563:19407	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2103:11666:14758	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1104:7859:5989	0	0	0	0	0	0	0	0	2	0	0	4	2	5	0	6	0	0	0	0
M01896:14:000000000-A7ERE:1:1107:12766:18724	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2102:9792:22475	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2115:16194:18727	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2111:4926:17916	0	0	0	0	0	0	0	0	0	4	0	0	3	4	2	1	0	0	0	0
M01896:2:000000000-A69JN:1:2115:22198:12200	0	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1107:17922:2178	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2117:19395:17857	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2105:18212:5518	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
M01896:15:000000000-A7EN9:1:2104:8357:23098	0	0	0	0	0	0	0	0	0	2	0	0	3	7	2	5	0	0	0	1
M01896:2:000000000-A69JN:1:1106:26441:10571	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1114:6461:14133	0	0	0	0	0	0	0	0	0	2	2	0	4	3	2	0	0	0	0	0
M01896:2:000000000-A69JN:1:2102:5274:13338	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2108:25583:7767	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1105:4537:14118	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2107:21380:17792	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:2103:10359:2790	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
M01896:2:000000000-A69JN:1:1110:23257:3530	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	1
M01896:2:000000000-A69JN:1:2103:9295:17084	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
